A2M	CD14	2
AATK	CD14	9625
ABCA6	CD14	23460
ABCA7	CD14	10347
ABCC1	CD14	4363
ABCC3	CD14	8714
ABCC6	CD14	105369239
ABCD1	CD14	215
ABR	CD14	29
ABTB2	CD14	25841
AC005076.5	CD14	101927420
AC005264.2	CD14	100996351
AC007182.6	CD14	102724153
AC011747.4	CD14	101929567
AC011899.9	CD14	100506585
AC090616.2	CD14	105371730
AC091814.2	CD14	100506159
AC097495.3	CD14	105374791
ACAP3	CD14	116983
ACCS	CD14	84680
ACER3	CD14	55331
ACKR2	CD14	1238
ACKR3	CD14	57007
ACOT11	CD14	26027
ACOX2	CD14	8309
ACPP	CD14	55
ACRBP	CD14	84519
ACSBG1	CD14	23205
ACSL1	CD14	2180
ACSM1	CD14	116285
ACSM5	CD14	54988
ACSS2	CD14	55902
ACVR1B	CD14	91
ACVRL1	CD14	94
ACY1	CD14	95
ADAD2	CD14	161931
ADAM15	CD14	8751
ADAM9	CD14	8754
ADAMTS2	CD14	9509
ADAMTS5	CD14	11096
ADAMTSL4	CD14	54507
ADAP1	CD14	11033
ADAP2	CD14	55803
ADCY6	CD14	112
ADM	CD14	133
ADM5	CD14	199800
ADORA1	CD14	134
ADORA2B	CD14	136
ADORA3	CD14	140
ADPGK-AS1	CD14	100287559
ADPRH	CD14	141
ADRB1	CD14	153
AFMID	CD14	125061
AGAP3	CD14	116988
AGER	CD14	177
AGO4	CD14	192670
AGPAT2	CD14	10555
AGPAT3	CD14	56894
AGRN	CD14	375790
AGRP	CD14	181
AGTRAP	CD14	57085
AHNAK	CD14	79026
AHR	CD14	196
AIF1	CD14	199
AIFM3	CD14	150209
AIRN	CD14	100271873
AK4	CD14	205
AKR1A1	CD14	10327
AKR1C1	CD14	1645
AKR7A3	CD14	22977
AKT1	CD14	207
ALDH1A1	CD14	216
ALDH1A2	CD14	8854
ALDH2	CD14	217
ALDH3B1	CD14	221
ALOX12	CD14	239
ALOX15	CD14	246
ALOX15B	CD14	247
ALYREF	CD14	10189
AMPD2	CD14	271
AMT	CD14	275
AMY2A	CD14	279
ANAPC11	CD14	51529
ANG	CD14	283
ANKLE1	CD14	126549
ANKRD13D	CD14	338692
ANKRD22	CD14	118932
ANKRD65	CD14	441869
ANKRD9	CD14	122416
ANKS1A	CD14	23294
ANO5	CD14	203859
ANO8	CD14	57719
ANPEP	CD14	290
ANTXR2	CD14	118429
ANXA2	CD14	302
AOC2	CD14	314
AP000322.53	CD14	388820
AP1B1	CD14	162
AP1S2	CD14	8905
AP2S1	CD14	1175
AP3D1	CD14	8943
AP3S2	CD14	10239
AP5B1	CD14	91056
APAF1	CD14	317
APBB3	CD14	102465499
APH1B	CD14	83464
APLP2	CD14	334
APOBEC3A	CD14	100913187
APOBR	CD14	55911
APOC1	CD14	341
APOE	CD14	348
AQP9	CD14	366
AR	CD14	367
ARAP1	CD14	116985
ARAP3	CD14	64411
ARF5	CD14	381
ARHGAP19	CD14	84986
ARHGAP21	CD14	57584
ARHGAP22	CD14	58504
ARHGAP27	CD14	201176
ARHGAP31	CD14	57514
ARHGAP31-AS1	CD14	100874246
ARHGAP4	CD14	393
ARHGAP6	CD14	395
ARHGEF10L	CD14	55160
ARHGEF11	CD14	9826
ARHGEF17	CD14	9828
ARHGEF40	CD14	55701
ARHGEF7	CD14	8874
ARID3A	CD14	1820
ARL11	CD14	115761
ARL8A	CD14	127829
ARMC5	CD14	79798
ARNTL2	CD14	56938
ARPC1B	CD14	10095
ARRB1	CD14	408
ARRB2	CD14	409
ARRDC4	CD14	91947
ARSA	CD14	410
ARSB	CD14	411
ARSD	CD14	414
ARSE	CD14	415
ASAH1	CD14	427
ASAP2	CD14	8853
ASB13	CD14	79754
ASB14	CD14	142686
ASGR1	CD14	432
ASGR2	CD14	433
ASIP	CD14	434
ASPSCR1	CD14	79058
ASRGL1	CD14	80150
ATAD3A	CD14	55210
ATAD3B	CD14	83858
ATF3	CD14	467
ATF4	CD14	468
ATF5	CD14	100616483
ATG16L2	CD14	89849
ATG7	CD14	10533
ATOH8	CD14	84913
ATP11A	CD14	23250
ATP2A2	CD14	488
ATP5G2	CD14	517
ATP5L2	CD14	267020
ATP6AP1	CD14	537
ATP6V0A1	CD14	100847046
ATP6V0B	CD14	533
ATP6V0C	CD14	527
ATP6V0D1	CD14	9114
ATP6V0D2	CD14	245972
ATP8B1	CD14	5205
ATPAF2	CD14	91647
ATXN2L	CD14	11273
ATXN7L3	CD14	56970
AURKAIP1	CD14	54998
AXDND1	CD14	126859
AXL	CD14	558
AZU1	CD14	566
B3GNT4	CD14	79369
B3GNT5	CD14	84002
B3GNTL1	CD14	146712
B4GALNT3	CD14	283358
B4GALT1	CD14	2683
B9D2	CD14	80776
BACE1	CD14	23621
BACH1	CD14	100379661
BAIAP2	CD14	10458
BAIAP2-AS1	CD14	440465
BAP1	CD14	8314
BATF3	CD14	55509
BCAT1	CD14	586
BCKDHA	CD14	593
BCKDK	CD14	10295
BCL2L10	CD14	10017
BCL2L11	CD14	10018
BCL2L2	CD14	599
BCL3	CD14	102465879
BCL6	CD14	604
BCORL1	CD14	63035
BEND3	CD14	57673
BEST1	CD14	7439
BICC1	CD14	80114
BID	CD14	637
BLOC1S3	CD14	388552
BLVRA	CD14	644
BLVRB	CD14	645
BMF	CD14	90427
BPI	CD14	671
BRCA1	CD14	672
BRI3	CD14	25798
BST1	CD14	683
BTBD19	CD14	149478
BTBD2	CD14	55643
BTBD3	CD14	22903
BTBD9	CD14	114781
C10orf105	CD14	414152
C10orf11	CD14	83938
C10orf54	CD14	64115
C10orf55	CD14	414236
C11orf45	CD14	219833
C11orf52	CD14	91894
C11orf94	CD14	143678
C14orf79	CD14	122616
C14orf80	CD14	283643
C15orf39	CD14	56905
C15orf48	CD14	100126311
C15orf52	CD14	388115
C16orf70	CD14	80262
C16orf71	CD14	146562
C17orf107	CD14	100130311
C19orf38	CD14	255809
C19orf45	CD14	374877
C19orf54	CD14	284325
C1orf115	CD14	79762
C1orf127	CD14	148345
C1orf53	CD14	388722
C1orf54	CD14	79630
C1QA	CD14	712
C1QB	CD14	713
C1QC	CD14	714
C1QTNF4	CD14	114900
C2	CD14	717
C20orf194	CD14	25943
C20orf24	CD14	55969
C20orf27	CD14	54976
C22orf34	CD14	348645
C22orf42	CD14	150297
C2CD2	CD14	25966
C2CD2L	CD14	9854
C2CD4A	CD14	145741
C2orf16	CD14	84226
C3	CD14	718
C3orf62	CD14	375341
C4orf48	CD14	401115
C5AR1	CD14	728
C5AR2	CD14	27202
C7orf33	CD14	202865
C8orf44-SGK3	CD14	100533105
C9orf43	CD14	257169
C9orf47	CD14	286223
CA5A	CD14	763
CABLES1	CD14	91768
CABP1	CD14	9478
CABP7	CD14	164633
CACNA1D	CD14	776
CACNA2D3	CD14	55799
CACNA2D4	CD14	93589
CAHM	CD14	100526820
CALML4	CD14	91860
CAMK1	CD14	8536
CAMKK1	CD14	84254
CAMKK2	CD14	10645
CAMP	CD14	820
CAMTA2	CD14	23125
CAPG	CD14	822
CAPNS1	CD14	826
CAPS	CD14	828
CARD14	CD14	79092
CARD9	CD14	64170
CARM1	CD14	10498
CARS2	CD14	79587
CASP5	CD14	838
CATSPER1	CD14	117144
CATSPER3	CD14	347732
CBR1	CD14	873
CBX4	CD14	8535
CBX6	CD14	23466
CBX8	CD14	57332
CC2D1A	CD14	54862
CCDC103	CD14	388389
CCDC13	CD14	152206
CCDC149	CD14	91050
CCDC150	CD14	284992
CCDC151	CD14	115948
CCDC153	CD14	283152
CCDC159	CD14	126075
CCDC17	CD14	149483
CCDC170	CD14	80129
CCDC26	CD14	137196
CCDC88A	CD14	55704
CCDC88B	CD14	283234
CCDC9	CD14	26093
CCL19	CD14	6363
CCL2	CD14	6347
CCL3L1	CD14	414062
CCL3L3	CD14	414062
CCNY	CD14	219771
CCR1	CD14	1230
CCR5	CD14	1234
CCRL2	CD14	9034
CCSAP	CD14	126731
CD101	CD14	9398
CD109	CD14	135228
CD14	CD14	929
CD163	CD14	9332
CD1B	CD14	910
CD1D	CD14	912
CD1E	CD14	913
CD209	CD14	30835
CD300C	CD14	10871
CD300E	CD14	342510
CD300LB	CD14	124599
CD300LF	CD14	146722
CD302	CD14	9936
CD33	CD14	945
CD36	CD14	948
CD4	CD14	920
CD68	CD14	968
CD83	CD14	9308
CD86	CD14	942
CD9	CD14	928
CD93	CD14	22918
CDA	CD14	978
CDAN1	CD14	146059
CDC34	CD14	997
CDC42BPB	CD14	9578
CDC42EP1	CD14	11135
CDC42EP2	CD14	10435
