CD19	naive_B_cell	930
CD79A	naive_B_cell	973
CHMP7	naive_B_cell	91782
CNOT1	naive_B_cell	23019
IL4R	naive_B_cell	3566
IRS1	naive_B_cell	3667
MS4A1	naive_B_cell	931
OSBPL10	naive_B_cell	114884
PAX5	naive_B_cell	5079
PTPRK	naive_B_cell	5796
RPL7	naive_B_cell	6129
SIDT1	naive_B_cell	54847
SLC38A1	naive_B_cell	81539
TCL1A	naive_B_cell	8115
TRAF3IP2	naive_B_cell	10758
TRAK1	naive_B_cell	22906
COL4A3	memory_B_cell	1285
SCRN1	memory_B_cell	9805
SETBP1	memory_B_cell	26040
TNFRSF13B	memory_B_cell	23495
WEE1	memory_B_cell	7465
CD40LG	CD4_positive_alpha_beta_T_cell	959
CTLA4	CD4_positive_alpha_beta_T_cell	1493
ICOS	CD4_positive_alpha_beta_T_cell	29851
MAL	CD4_positive_alpha_beta_T_cell	4118
TNFRSF25	CD4_positive_alpha_beta_T_cell	8718
TRAT1	CD4_positive_alpha_beta_T_cell	50852
CAMK4	CD8_positive_alpha_beta_T_cell	814
CD3E	CD8_positive_alpha_beta_T_cell	916
CD3G	CD8_positive_alpha_beta_T_cell	917
CD8A	CD8_positive_alpha_beta_T_cell	925
PRR5	CD8_positive_alpha_beta_T_cell	55615
ASRGL1	macrophage_m0	80150
C1QA	macrophage_m0	712
CLEC5A	macrophage_m0	23601
GLRA1	macrophage_m0	2741
GPNMB	macrophage_m0	10457
HTRA1	macrophage_m0	5654
LGALS13	macrophage_m0	29124
MMP8	macrophage_m0	4317
PTPN13	macrophage_m0	5783
RNASE1	macrophage_m0	6035
SFXN3	macrophage_m0	81855
SLC17A5	macrophage_m0	26503
SLCO2B1	macrophage_m0	11309
APOE	macrophage_m1	348
C1QB	macrophage_m1	713
CD14	macrophage_m1	929
CFB	macrophage_m1	629
CXCL10	macrophage_m1	3627
CXCL9	macrophage_m1	4283
DEFB1	macrophage_m1	1672
EDN1	macrophage_m1	1906
GBP1	macrophage_m1	2633
IFI27	macrophage_m1	3429
LILRA3	macrophage_m1	11026
MMP9	macrophage_m1	4318
MT1X	macrophage_m1	4501
PANX1	macrophage_m1	24145
PRKCDBP	macrophage_m1	112464
PTTG2	macrophage_m1	10744
SLC15A3	macrophage_m1	51296
ZC3H12A	macrophage_m1	102465438
CD163	macrophage_m2	9332
CD209	macrophage_m2	30835
CD4	macrophage_m2	920
CDR2L	macrophage_m2	30850
EVL	macrophage_m2	51466
ING2	macrophage_m2	3622
LSM4	macrophage_m2	25804
MAOA	macrophage_m2	4128
MS4A6A	macrophage_m2	64231
QPRT	macrophage_m2	105369247
RAMP1	macrophage_m2	10267
TUBB6	macrophage_m2	84617
ACSM3	MAST_cell	6296
CALB2	MAST_cell	794
ELSPBP1	MAST_cell	64100
FST	MAST_cell	10468
IGFBP2	MAST_cell	3485
KRT19	MAST_cell	3880
LIMA1	MAST_cell	51474
MOCS3	MAST_cell	27304
NEFL	MAST_cell	4747
NXT2	MAST_cell	55916
OR2F1	MAST_cell	26211
PLAT	MAST_cell	5327
SIGLEC6	MAST_cell	946
