CD74	Bcells	972
RPS11	Bcells	6205
RPL8	Bcells	102465978
FAU	Bcells	2197
HLA-DRA	Bcells	3122
CD52	Bcells	1043
CXCR4	Bcells	7852
EEF2	Bcells	1938
CD37	Bcells	951
JUND	Bcells	3727
HLA-DRB1	Bcells	3123
GNAS	Bcells	2778
HLA-DPA1	Bcells	3113
EIF4A2	Bcells	100302143
LTB	Bcells	4050
RASGRP2	Bcells	10235
CIRBP	Bcells	1153
HLA-DPB1	Bcells	3115
MS4A1	Bcells	931
RPS26	Bcells	101929876
CRIP1	Bcells	1396
ERP29	Bcells	10961
TRIM22	Bcells	10346
JUN	Bcells	3725
SNRNP70	Bcells	6625
CD79A	Bcells	973
PNISR	Bcells	25957
FCMR	Bcells	9214
HMGN1	Bcells	3150
HLA-DQB1	Bcells	3119
HLA-DMA	Bcells	3108
HLA-DMB	Bcells	3109
LINC00926	Bcells	283663
SP100	Bcells	6672
HLA-DRB5	Bcells	3127
UBXN1	Bcells	51035
ATP2A3	Bcells	489
EIF3D	Bcells	8664
POLD4	Bcells	57804
SRSF6	Bcells	6431
TRMT112	Bcells	51504
CDK5RAP3	Bcells	80279
IL4R	Bcells	3566
SIK1	Bcells	150094
PIM2	Bcells	11040
CD79B	Bcells	974
APH1A	Bcells	51107
FCRL1	Bcells	115350
15-Sep	Bcells	9403
EIF2S3	Bcells	1968
HLA-DQA1	Bcells	3117
SGSM3	Bcells	27352
ANAPC16	Bcells	119504
ZMIZ2	Bcells	83637
PHYKPL	Bcells	85007
EZR	Bcells	7430
ISCU	Bcells	23479
TAF1D	Bcells	100302240
RCSD1	Bcells	92241
DGKD	Bcells	8527
FNBP4	Bcells	23360
PHB2	Bcells	11331
AP1G2	Bcells	8906
RBM6	Bcells	10180
PARP15	Bcells	165631
WDR6	Bcells	11180
PRKCB	Bcells	5579
RABGGTB	Bcells	5876
SYNGR2	Bcells	9144
SLC25A28	Bcells	81894
UBE2D2	Bcells	7322
ODC1	Bcells	4953
PFKL	Bcells	5211
HERPUD1	Bcells	9709
GUCD1	Bcells	83606
ARRDC2	Bcells	27106
TMEM175	Bcells	84286
CD83	Bcells	9308
ST6GAL1	Bcells	6480
PARP12	Bcells	64761
CD22	Bcells	100847070
NSUN5P1	Bcells	155400
LSM7	Bcells	51690
SH3GLB2	Bcells	56904
PPP1CC	Bcells	5501
SNX2	Bcells	6643
PDCD6	Bcells	10016
EIF1B	Bcells	10289
BLK	Bcells	640
FAM129C	Bcells	199786
NAPSB	Bcells	256236
C11orf31	Bcells	280636
CNPPD1	Bcells	27013
TSTD1	Bcells	100131187
FGD2	Bcells	221472
IMPDH2	Bcells	3615
ZNF706	Bcells	51123
BTK	Bcells	695
DUSP22	Bcells	56940
TAZ	Bcells	6901
GABBR1	Bcells	2550
GGA1	Bcells	26088
PRMT1	Bcells	3276
MYO18A	Bcells	399687
ATP13A1	Bcells	57130
CLASRP	Bcells	11129
SP140L	Bcells	93349
RPL22L1	Bcells	200916
BIRC3	Bcells	330
HVCN1	Bcells	84329
INTS1	Bcells	26173
ITSN2	Bcells	50618
HSPD1	Bcells	3329
DRAM2	Bcells	128338
R3HDM2	Bcells	22864
WHSC1L1	Bcells	54904
APEX1	Bcells	328
MAP4K1	Bcells	11184
TCL1A	Bcells	8115
TIA1	Bcells	7072
REPIN1	Bcells	29803
CHMP7	Bcells	91782
C5orf45	Bcells	51149
IRF8	Bcells	3394
PDE7A	Bcells	5150
MAP4K2	Bcells	5871
RHOH	Bcells	399
LY9	Bcells	4063
ZNF76	Bcells	7629
PARP14	Bcells	54625
P2RX5	Bcells	5026
C16orf58	Bcells	64755
SIDT2	Bcells	51092
SNX5	Bcells	27131
BANK1	Bcells	55024
PI4KB	Bcells	5298
SYVN1	Bcells	102465449
CIITA	Bcells	4261
PABPC1L	Bcells	80336
CYB561A3	Bcells	220002
ZBED5	Bcells	58486
UHRF2	Bcells	115426
RFX5	Bcells	5993
RALGPS2	Bcells	55103
MBD4	Bcells	8930
BLOC1S2	Bcells	282991
ARHGEF18	Bcells	23370
FCER2	Bcells	2208
TMEM243	Bcells	79161
FCHSD2	Bcells	9873
PPCS	Bcells	79717
STX7	Bcells	8417
FBXO18	Bcells	84893
CHCHD10	Bcells	400916
INTS10	Bcells	55174
CCS	Bcells	9973
ASXL1	Bcells	171023
SUN1	Bcells	23353
RHBDF2	Bcells	79651
WDFY4	Bcells	57705
CBWD5	Bcells	644019
CHTF8	Bcells	54921
PLEKHJ1	Bcells	102466736
MTSS1	Bcells	9788
ALG13	Bcells	79868
SEL1L3	Bcells	23231
PLEKHM2	Bcells	23207
USP22	Bcells	23326
PLEKHA2	Bcells	59339
SNHG7	Bcells	84973
FOXP1	Bcells	27086
PTOV1	Bcells	53635
SLC2A1	Bcells	6513
MYCBP2	Bcells	23077
DNAJB2	Bcells	3300
DDHD2	Bcells	23259
SEC62	Bcells	7095
SPPL2B	Bcells	56928
DHPS	Bcells	1725
SP140	Bcells	11262
UCKL1	Bcells	100302137
KIAA0922	Bcells	23240
MTIF3	Bcells	219402
MAP3K1	Bcells	4214
PTPN1	Bcells	5770
POU2F2	Bcells	5452
CHCHD7	Bcells	79145
ZNF24	Bcells	7572
TP53INP1	Bcells	94241
PRDM2	Bcells	7799
TMEM55B	Bcells	90809
SDCCAG3	Bcells	10807
HHEX	Bcells	3087
CXXC5	Bcells	51523
SREBF2	Bcells	6721
FCRL3	Bcells	115352
MEPCE	Bcells	56257
SNHG12	Bcells	85028
CBX7	Bcells	23492
MITD1	Bcells	129531
CLK4	Bcells	57396
BLCAP	Bcells	10904
SNRPA1	Bcells	6627
TCEA1	Bcells	6917
TRAF4	Bcells	9618
SEMA4B	Bcells	10509
AP1B1	Bcells	162
CD19	Bcells	930
BTAF1	Bcells	9044
BTBD2	Bcells	55643
MRPS25	Bcells	64432
ATF7IP	Bcells	55729
C21orf33	Bcells	102724023
ZNF775	Bcells	285971
PMAIP1	Bcells	5366
POLM	Bcells	102465504
KHNYN	Bcells	23351
ZRSR2	Bcells	8233
KAT2A	Bcells	2648
SMARCB1	Bcells	6598
ELMSAN1	Bcells	91748
HLA-DOB	Bcells	3112
TNFRSF13C	Bcells	100616259
POU2AF1	Bcells	5450
NT5C	Bcells	30833
FCGR2B	Bcells	2213
GGA2	Bcells	23062
WDR74	Bcells	54663
PARP1	Bcells	142
RBM26	Bcells	64062
HEXDC	Bcells	284004
CD72	Bcells	971
METTL3	Bcells	56339
TCF3	Bcells	6929
ZDHHC6	Bcells	64429
TCERG1	Bcells	10915
TRMT1	Bcells	55621
TRAF5	Bcells	7188
HLA-DOA	Bcells	3111
TMEM256	Bcells	254863
ADAM28	Bcells	10863
HIP1R	Bcells	9026
DNAJC10	Bcells	54431
POLD2	Bcells	5425
ACSS1	Bcells	84532
CNTRL	Bcells	11064
TMPO	Bcells	7112
MEF2C	Bcells	4208
FAM26F	Bcells	441168
VEGFB	Bcells	7423
TBC1D22A	Bcells	25771
FAM65A	Bcells	79567
MCM5	Bcells	4174
SPTBN1	Bcells	6711
C21orf2	Bcells	755
VARS	Bcells	7407
IFT57	Bcells	55081
TPD52	Bcells	7163
TSPAN3	Bcells	10099
EZH1	Bcells	2145
TRIM38	Bcells	10475
NGLY1	Bcells	55768
NCBP2	Bcells	22916
FCRLA	Bcells	84824
DKC1	Bcells	100847052
EDEM1	Bcells	9695
ADAM19	Bcells	8728
IKZF3	Bcells	22806
TAPT1	Bcells	202018
ATIC	Bcells	471
TFRC	Bcells	7037
JCHAIN	Bcells	3512
AIDA	Bcells	64853
P2RY10	Bcells	27334
LARS	Bcells	51520
PPP1R16B	Bcells	26051
RUFY1	Bcells	80230
NSUN5	Bcells	55695
VPREB3	Bcells	29802
CEPT1	Bcells	10390
SHMT2	Bcells	6472
EXOSC8	Bcells	11340
FCRL2	Bcells	79368
ARHGAP17	Bcells	55114
TXNDC5	Bcells	81567
CBWD2	Bcells	150472
RPAIN	Bcells	84268
DCK	Bcells	1633
TKFC	Bcells	26007
