	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
mix_1	0	0	0	0	0	0	0	0	0.262274195916912	0.0250037334548689	0	0	0	0	0.0936944854870263	0	0	0.532581421525856	0.0864461636153372	0	0
mix_2	0	0	0	0	0	0	0.146843702813008	0	0.196978966080604	0	0	0	0	0	0.0990706450632608	0	0	0.470115836857748	0.0464253751424595	0	0.0405654740429197
mix_3	0	0	0	0	0.199677988196279	0	0.0600233872933013	0	0.325724820364893	0	0	0	0	0	0.284517756714751	0	0	0.130056047430776	0	0	0
mix_4	0	0	0	0	0	0	0	0	0.137794616294937	0	0	0	0	0	0.0555727868639002	0	0	0.74275111882817	0.0638814780129927	0	0
mix_5	0	0	0	0	0.122419225017445	0	0	0	0.18844725480785	0	0	0	0	0	0.152574439996979	0	0	0.518275107994861	0.0182839721828658	0	0
mix_6	0	0	0	0	0	0	0	0	0.114044379558307	0	0	0	0	0	0.109136033879999	0	0	0.704653533553904	0.0721660530077897	0	0
mix_7	0	0	0	0	0.184055908417377	0	0	0	0.215453593101573	0	0	0	0	0	0.226816586975396	0	0	0.373673911505655	0	0	0
mix_8	0	0	0	0	0.095985836731229	0	0.0707734313632313	0	0.175840838671926	0	0	0	0	0	0.245909259009352	0	0	0.386389810168777	0.0251008240554848	0	0
mix_9	0	0	0	0	0	0	0	0	0.0829436924171408	0	0	0	0	0	0	0	0	0.838883024912996	0.0781732826698629	0	0
mix_10	0	0	0	0	0	0	0	0	0.366765346014657	0	0	0	0	0	0.0923093183905186	0	0	0.479937140356431	0.0609881952383934	0	0
mix_11	0	0	0	0	0	0	0	0	0.269920548285202	0.0386660765092066	0	0	0	0	0	0	0	0.580243269214772	0.111170105990819	0	0
mix_12	0	0	0	0	0.0853371127908633	0	0	0	0.167938410031391	0	0	0	0	0	0.160673295533557	0	0	0.571197999798521	0.0148531818456676	0	0
mix_13	0	0	0	0	0	0	0	0	0.181305768026907	0	0	0	0	0	0.0728120959448015	0	0	0.713538109812417	0.0238660361443534	0	0.00847799007152136
mix_14	0	0	0	0	0	0	0	0	0.229435296266894	0	0	0	0	0	0	0	0	0.68863869250711	0.0819260112259954	0	0
mix_15	0	0	0	0	0.0943604167358544	0	0	0	0.161453992453722	0	0	0	0	0	0.204958784514987	0	0	0.503237631389465	0.0359891749059717	0	0
mix_16	0	0	0	0	0.292420438570429	0	0.0987523945455342	0	0.192842701377656	0	0	0	0	0	0.314872430847687	0	0	0.101112034658693	0	0	0
mix_17	0	0	0	0	0.264970164296468	0	0.0917865875498537	0	0.172872978761136	0	0	0	0	0	0.32745411543789	0	0	0.142916153954653	0	0	0
mix_18	0	0	0	0	0	0	0.0317108823399548	0	0.34489045529843	0	0	0	0	0	0.0328676087831933	0	0	0.505580624258884	0.025419863113153	0	0.0595305662063849
mix_19	0	0	0	0	0.153824069981313	0	0.115355352063682	0	0.291583770116198	0	0	0	0	0	0.299870656495733	0	0	0.139366151343075	0	0	0
mix_20	0	0	0	0	0	0	0.014187787649278	0	0.137616396143968	0	0	0	0	0	0.0548917515632056	0	0	0.683593786597206	0.070767903946637	0	0.038942374099705
mix_21	0	0	0	0	0.1662374728769	0	0.0381707716800085	0	0.166784617603894	0	0	0	0	0	0.272807977387767	0	0	0.35599916045143	0	0	0
mix_22	0	0	0	0	0	0	0	0	0.321988093288159	0	0	0	0	0	0	0	0	0.593605312234026	0.0844065944778147	0	0
mix_23	0	0	0	0	0	0	0	0	0.222507721716965	0	0	0	0	0	0	0	0	0.691176914222887	0.0863153640601481	0	0
mix_24	0	0	0	0	0.145983993150851	0	0	0	0.128503227283452	0	0	0	0	0	0.185166807387906	0	0	0.538825275980767	0.00152069619702364	0	0
mix_25	0	0	0	0	0	0	0	0	0.110028884633479	0	0	0	0	0	0	0	0	0.812786125875799	0.0771849894907218	0	0
mix_26	0	0	0	0	0.144920958076087	0	0.0539762833572073	0	0.279477714737839	0	0	0	0	0	0.264179907067093	0	0	0.257445136761774	0	0	0
mix_27	0	0	0	0	0	0	0	0	0.221251303921212	0	0	0	0	0	0	0	0	0.686573363482726	0.0921753325960619	0	0
mix_28	0	0	0	0	0	0	0	0	0.148983403459015	0	0	0	0	0	0.140101588258243	0	0	0.641123065688412	0.0697919425943296	0	0
mix_29	0	0	0	0	0	0	0	0	0.278288664115778	0.0131880710746231	0	0	0	0	0.0401533179808557	0	0	0.574500367286889	0.0938695795418548	0	0
mix_30	0	0	0	0	0	0	0	0	0.161165385082187	0	0	0	0	0	0.0249458496358458	0	0	0.750016235969415	0.0638725293125516	0	0
mix_31	0	0	0	0	0	0	0	0	0.275544370997543	0	0	0	0	0	0.0909002330692796	0	0	0.575200143086419	0.0583552528467582	0	0
mix_32	0	0	0	0	0	0	0	0	0.231478848633026	0	0.00948806473114306	0	0	0	0	0	0	0.682867724532744	0.0761653621030864	0	0
