	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
S13904	0.0788947819783614	0	0.0871065319228766	0.581940895190678	0.252057790908084	0
S13920	0.0631458959441798	0	0.081940416239248	0.594392172162901	0.260521515653671	0
S13925	0.0713984281266591	0	0.0816538338280332	0.590872020964246	0.256075717081062	0
S13926	0.0764976882561973	0	0.0945359365465171	0.581258502513818	0.247707872683468	0
S1393	0.0759548843490527	0	0.0806924795596696	0.59093157208186	0.252421064009417	0
S13936	0.0767369557941062	0	0.0850080388745311	0.584724996000299	0.253530009331063	0
S13938	0.073492348616284	0	0.0812651437779684	0.589845736863953	0.255396770741794	0
S13948	0.079623388011494	0	0.094419847204434	0.577015590707429	0.248941174076643	0
S13952	0.0839681834413527	0	0.0842631404325258	0.586059125467664	0.245709550658458	0
S13955	0.0798001686222432	0	0.0868746179772484	0.583545997446964	0.249779215953544	0
S13956	0.0649398138576703	0	0.074960197059105	0.601237297211399	0.258862691871826	0
S13959	0.0838783225824457	0	0.0905258730403205	0.576567660688511	0.249028143688723	0
S13972	0.0758696209190825	0	0.0895222979905619	0.583492676143683	0.251115404946672	0
S13980	0.0705871258229767	0	0.0803655343999438	0.594516781107283	0.254530558669796	0
S13982	0.0691317332795922	0	0.0885412114706481	0.585963644301881	0.256363410947878	0
S13988	0.072369709850451	0	0.0800591811976075	0.597117007362879	0.250454101589062	0
S14012	0.083365008154805	0	0.0780545944740642	0.583417242695375	0.255163154675756	0
S14014	0.0717954201488279	0	0.0911788752506508	0.587114547139528	0.249911157460993	0
S14022	0.0768313031462092	0	0.0868739825276031	0.583822203665811	0.252472510660377	0
S14028	0.0723140519910214	0	0.0758581279335422	0.592735701006696	0.25909211906874	0
S14030	0.0665107004165369	0	0.0805633500689591	0.593776187542924	0.25914976197158	0
S14035	0.0721692655292902	0	0.0939860794017291	0.581507312661906	0.252337342407075	0
S14037	0.0704899477575225	0	0.0806237008084878	0.590411385747832	0.258474965686158	0
S14038	0.0696062364403778	0	0.0900482033214643	0.591191890974941	0.249153669263217	0
S14049	0.0726330910708438	0	0.0831938563939808	0.591339125152359	0.252833927382816	0
S14051	0.0706815223347231	0	0.0925125707880901	0.587346325301568	0.249459581575618	0
S14056	0.0748719915969864	0	0.0920539458204858	0.583315469186944	0.249758593395583	0
S14070	0.0751197124248528	0	0.0818541423827931	0.590956840966955	0.252069304225399	0
S1408	0.0751442628925692	0	0.0904053805819601	0.584318245084591	0.25013211144088	0
