	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
S13904	0.0137798636974767	0.021809048051643	0.000545613097713902	0	0	0.145884966965917	0.193046356850318	0.0808763305443394	0	0.00638307210583397	0	0	0.116874887511662	0	0	0	0	0	0	0.420799861175097
S13920	0.013348387341824	0.0184969199837958	0.00130657689451896	0	0	0.117340609178731	0.18901837559487	0.0887755794095913	0	0.0117532660011846	0	0	0.117221431268347	0	0	0	0	0	0	0.442738854327137
S13925	0.00551576563786964	0.0315215163923995	0.00478692695243735	0	0	0.121412397183065	0.186798759484573	0.0898403482669857	0	0.00907098113550807	0	0	0.108993373495144	0	0	0	0	0	0	0.442059931452018
S13926	0.0050769953657532	0.0308106522001521	0.00197806848319956	0	0	0.149592190555795	0.186702339122289	0.0892799014845363	0	0.00803722755550575	0	0	0.112210873901795	0	0	0	0	0	0	0.416311751330975
S1393	0.0139714755796964	0.0217828977497736	0.000549449943587897	0	0	0.129446429029692	0.172512528056544	0.102046173590076	0	0.0100544892460208	0	0	0.116950022364208	0	0	0	0	0	0	0.432686534440402
S13936	0.0160642329928244	0.0204833749900624	0.00369004621950095	0	0	0.12728666424093	0.18228393175549	0.09776271008459	0	0.00809120425004804	0	0	0.108918425092271	0	0	0	0	0	0	0.435419410374283
S13938	0.0164901379152766	0.0207441875236465	0	0	0	0.130546282407283	0.18861977732664	0.0843233991281834	0	0.00958470922676733	0	0	0.113406443887121	0	0	0	0	0	0	0.436285062585083
S13948	0	0.0405146687505712	0.000424581770528961	0	0	0.150692543586882	0.185319121381811	0.0946660686284266	0	0.00581509794292258	0	0	0.108117229677164	0	0	0	0	0	0	0.414450688261694
S13952	0.00653011349937269	0.0330391981407342	0.00927181730687993	0	0	0.143781708940336	0.170986479986533	0.0982562472895035	0	0.00597570775861155	0	0	0.109896647443897	0	0	0	0	0	0	0.422262079634132
S13955	0.0116148946810746	0.0239218817061238	0.00363411450057416	0	0	0.1356133977704	0.186303271288607	0.0912035567306247	0	0.00694136195680623	0	0	0.113611148382671	0	0	0	0	0	0	0.427156372983119
S13956	0.0110636983315776	0.0236948832717372	0.00620356114280118	0	0	0.132584319323546	0.183074759785492	0.0720530883072643	0	0.0105605004357117	0	0	0.111533772823528	0	0	0	0	0	0	0.449231416578342
S13959	0.0199312365229653	0.020092588891975	0.00112242327140773	0	0	0.142850199278365	0.182763641676743	0.0954554861431277	0	0.00419424631794461	0	0	0.115289567277314	0	0	0	0	0	0	0.418300610620157
S13972	0.00759161713189698	0.0284661509547509	0.0058474729384409	0	0	0.144115207831557	0.178690996618144	0.0852098327365933	0	0.00813374626041608	0	0	0.121230043334715	0	0	0	0	0	0	0.420714932193486
S13980	0.00610699454441365	0.0310866741951039	0.0088517219172947	0	0	0.132747918940025	0.195080136982584	0.0680597365885571	0	0.00731491971662537	0	0	0.116828737718628	0	0	0	0	0	0	0.433923159396768
S13982	0	0.0336055708996372	0.00758602962335996	0	0	0.144993332032408	0.168947948418248	0.0885668926740893	0	0.0103244380822967	0	0	0.114219573015857	0	0	0	0	0	0	0.431756215254104
S13988	0.00782451921298332	0.0279585265408321	0	0	0	0.115225919566333	0.200899236184263	0.0930625363757435	0	0.00687531877189215	0	0	0.113871301368989	0	0	0	0	0	0	0.434282641978965
S14012	0.0267909399950928	0.010694905997157	0.00677474640884645	0	0	0.126661399597269	0.188658872888446	0.0872893516753924	0	0.00827785206533688	0	0	0.111554492847817	0	0	0	0	0	0	0.433297438524642
S14014	0	0.0337411464542115	1.42747012286924e-05	0	0	0.141433104070146	0.189730991124069	0.0906574901221601	0	0.00474545828722348	0	0	0.117825512865108	0	0	0	0	0	0	0.421852022375854
S14022	0	0.0358698053279388	0.00082996703201287	0	0	0.137110359980176	0.190095367964804	0.0894251796909665	0	0.00463187174933883	0	0	0.115359788070264	0	0	0	0	0	0	0.426677660184499
S14028	0.0192155840638982	0.0161482166792293	0.0062190686599293	0	0	0.118140076848241	0.182087502866021	0.091176624381061	0	0.0116044819655678	0	0	0.113305764390559	0	0	0	0	0	0	0.442102680145494
