	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
S13904	0	0.338854540222492	0.452611731981886	0.00300636141440444	0.160083469157476	0	0	0	0	0	0	0	0.000936466463302867	0	0	0	0	0	0.0445074307604385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13920	0	0.176074191554375	0.600388735838344	0.00167902098928166	0.176183314227237	0	0	0	0	0	0	0	0.000996162649505304	0	0	0	0	0.000338502391155925	0.0443400723501012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13925	0	0.282423246291309	0.503308425124221	0	0.166951639000232	0	0	0	0	0	0	0	0.000995605217227638	0	0	0	0	0	0.0463210843670107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13926	0	0.359445198367106	0.422794274617061	0.00160633465079834	0.173719708046844	0	0	0	0	0	0	0	0.00088294003385716	0	0	0	0	0	0.0415515442843334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1393	0	0.303747733335564	0.492643447979175	0	0.161904414403641	0	0	0	0	0	0	0	0.0007838376924253	0	0	0	0	0	0.0409205665891953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13936	0	0.249958872431412	0.541887715699474	0	0.166296784855829	0	0	0	0	0	0	0	0.000931701001674291	0	0	0	0	0	0.0409249260116105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13938	0	0.293421136836093	0.490333698023596	0	0.169158348933255	0	0	0	0	0	0	0	0.000986086441778672	0	0	0	0	0	0.0461007297652771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13948	0	0.313900825888772	0.469404037687368	0	0.17602537856083	0	0	0	0	0	0	0	0.000867521444580967	0	0	0	0	0	0.0398022364184491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13952	0	0.339125950140284	0.455720773147388	0.00527973595690848	0.163307747387042	0	0	0	0	0	0	0	0.000725123393692645	0	0	0	0	0	0.0358406699746842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13955	0	0.313925724181372	0.472191319734811	0.00110685144035424	0.169648010968795	0	0	0	0	0	0	0	0.000884612846482244	0	0	0	0	0	0.0422434808281853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13956	0	0.220151386955005	0.5473867391143	0	0.184057439580975	0	0	0	0	0	0	0	0.000894611534347249	0	0	0	0	0.000368441221538575	0.0471413815938344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13959	0	0.342991215344656	0.452130706212528	0.00104662315051033	0.162047326085076	0	0	0	0	0	0	0	0.000871873942883786	0	0	0	0	0.000440344481768655	0.0404719107825766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13972	0	0.321592135323856	0.456628693673135	0.00265929716392441	0.177163617926782	0	0	0	0	0	0	0	0.000953549797113608	0	0	0	0	0	0.0410027061151888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13980	0	0.253352255547017	0.533312404907761	0.0053890430594197	0.155526275104838	0	0	0	0	0	0	0	0.000990200963041386	0	0	0	0	0.000303664503537633	0.0511261559143851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13982	0	0.294091143918092	0.471635869939968	0.00382970266601281	0.188117134477419	0	0	0	0	0	0	0	0.00100603004664743	0	0	0	0	0.00126219427405068	0.0400579246778101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S13988	0	0.341250997847199	0.456824020630728	0	0.150795070352617	0	0	0	0	0	0	0	0.000793331125868603	0	0	0	0	0	0.0503365800435878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14012	0	0.306501226082908	0.493602324374924	0.00220173228780718	0.153402904169775	0	0	0	0	0	0	0	0.0009817335868816	0	0	0	0	0.000309686201867209	0.0430003932958368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14014	0	0.347802690382949	0.438780233853473	0.00341144330081502	0.1656310868421	0	0	0	0	0	0	0	0.000905498135718084	0	0	0	0	0	0.0434690474849453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14022	0	0.343606929215848	0.445768441387324	0.00545614656832927	0.160265665630585	0	0	0	0	0	0	0	0.000917557922664344	0	0	0	0	0	0.0439852592752499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14028	0	0.197157559755539	0.588787522596956	0	0.168033200242454	0	0	0	0	0	0	0	0.00107692724813179	0	0	0	0	0.000923242047046197	0.0440215481098733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14030	0	0.282365258200393	0.493240672991801	0.005310248048369	0.174302840776359	0	0	0	0	0	0	0	0.00100983675147148	0	0	0	0	0.000217955842184963	0.0435531873894213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14035	0	0.344576242006904	0.436159487421858	0	0.177171022887103	0	0	0	0	0	0	0	0.000977732578536382	0	0	0	0	0	0.0411155151055987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14037	0	0.295158026624873	0.475585685866384	0.00269281133964743	0.181688016302439	0	0	0	0	0	0	0	0.00102241153347513	0	0	0	0	0	0.0438530483331816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14038	0	0.324731426583381	0.443711703806359	0.000441135398130256	0.181673143094201	0	0	0	0	0	0	0	0.000960501506572401	0	0	0	0	0	0.0484820896113567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14049	0	0.290145800757843	0.495285802090714	0.00620745836259429	0.164916112052545	0	0	0	0	0	0	0	0.000986801193675478	0	0	0	0	0.00106976707715388	0.0413882584654742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14051	0	0.326218981340119	0.439808482428421	0.0032436121620231	0.184667297115618	0	0	0	0	0	0	0	0.000889612490294202	0	0	0	0	0	0.045172014463525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14056	0	0.349848891171701	0.435690178029473	0.000705636548898385	0.171140401589511	0	0	0	0	0	0	0	0.000979357122916888	0	0	0	0	0	0.0416355355374994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14070	0	0.288013649787037	0.493617435998737	0.00572952016234627	0.168795391536705	0	0	0	0	0	0	0	0.000844230604005045	0	0	0	0	0.00122683425969169	0.041772937651478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1408	0	0.372584351845243	0.42001000619294	0	0.155326706640899	0	0	0	0	0	0	0	0.000929662476836797	0	0	0	0	0	0.0511492728440814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14089	0	0.36247047092463	0.431552419699257	0.00309513348468697	0.157072873645807	0	0	0	0	0	0	0	0.000881874726809847	0	0	0	0	0	0.0449272275188097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14090	0	0.271166420625051	0.507387120660059	0.00300236624308858	0.175936200050173	0	0	0	0	0	0	0	0.000968764221021554	0	0	0	0	0	0.0415391282006065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14121	0	0.341478052837291	0.431959258105556	0.00307457551481146	0.17362182535794	0	0	0	0	0	0	0	0.000920757991830482	0	0	0	0	0	0.0489455301925707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14122	0	0.380958552349683	0.414596536089902	0.00243335227741321	0.159997170092309	0	0	0	0	0	0	0	0.00096089491260853	0	0	0	0	0	0.0410534942780845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14129	0	0.268389358392739	0.498384118917262	0.000646652198867644	0.187751411781241	0	0	0	0	0	0	0	0.000906158898200321	0	0	0	0	0	0.0439222998116902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14133	0	0.331675654254958	0.44592911288578	0.00232301322682306	0.174732557120763	0	0	0	0	0	0	0	0.000976957134338096	0	0	0	0	0	0.0443627053773383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14138	0	0.346797106641125	0.44590507131478	0	0.161397191492411	0	0	0	0	0	0	0	0.00088144299008492	0	0	0	0	0	0.0450191875615982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14141	0	0.353207090506594	0.443547831244645	0	0.157164064675857	0	0	0	0	0	0	0	0.00102823478882335	0	0	0	0	0	0.0450527787840806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14151	0	0.292909879672209	0.485014129134764	0	0.172798393873051	0	0	0	0	0	0	0	0.000968411195608823	0	0	0	0	0	0.0483091861243675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14154	0	0.371845453438013	0.420184890272548	0.00145741994215893	0.163867309241238	0	0	0	0	0	0	0	0.000933168470435353	0	0	0	0	0	0.0417117586356077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14157	0	0.299138761281513	0.483982519973833	0	0.176104406151817	0	0	0	0	0	0	0	0.00088635709290089	0	0	0	0	0	0.0398879554999366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S14161	0	0.357340437706757	0.427943414439226	0.00147383223652628	0.167728087126576	0	0	0	0	0	0	0	0.000990471232923607	0	0	0	0	0	0.0445237572579914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
