	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S13904	0	1	0	0	0	0	0	0
S13920	0	0.992629241101671	0	0.00737075889832897	0	0	0	0
S13925	0	1	0	0	0	0	0	0
S13926	0	1	0	0	0	0	0	0
S1393	0	1	0	0	0	0	0	0
S13936	0	1	0	0	0	0	0	0
S13938	0	0.999992231240769	0	0	7.7687592309662e-06	0	0	0
S13948	0	1	0	0	0	0	0	0
S13952	0	1	0	0	0	0	0	0
S13955	0	1	0	0	0	0	0	0
S13956	0	0.987202224140523	0	0.0127977758594765	0	0	0	0
S13959	0	1	0	0	0	0	0	0
S13972	0	1	0	0	0	0	0	0
S13980	0	0.998231691408727	0	0	0.00176830859127328	0	0	0
S13982	0	0.991059534602255	0	0.0089404653977449	0	0	0	0
S13988	0	0.999413926029858	0	0	0.000586073970142208	0	0	0
S14012	0	1	0	0	0	0	0	0
S14014	0	1	0	0	0	0	0	0
S14022	0	0.999852459030703	0	0	0.000147540969296935	0	0	0
S14028	0	1	0	0	0	0	0	0
S14030	0	0.998315648193795	0	0.00165325779540385	3.1094010801262e-05	0	0	0
S14035	0	1	0	0	0	0	0	0
S14037	0	0.993395834556113	0	0.00660416544388727	0	0	0	0
S14038	0	0.992613504642373	0	0.00689292309549708	0.000493572262129842	0	0	0
S14049	0	1	0	0	0	0	0	0
S14051	0	0.991842462000294	0	0.00815753799970617	0	0	0	0
S14056	0	1	0	0	0	0	0	0
S14070	0	1	0	0	0	0	0	0
S1408	0	0.998969110084827	0	0	0.0010308899151728	0	0	0
S14089	0	1	0	0	0	0	0	0
S14090	0	1	0	0	0	0	0	0
S14121	0	0.998862002744897	0	0	0.00113799725510286	0	0	0
S14122	0	1	0	0	0	0	0	0
S14129	0	0.990096273799839	0	0.00990372620016056	0	0	0	0
S14133	0	0.999948726729793	0	5.12732702072291e-05	0	0	0	0
S14138	0	1	0	0	0	0	0	0
S14141	0	1	0	0	0	0	0	0
S14151	0	0.998301730189649	0	0.000756373005573745	0.000941896804776919	0	0	0
S14154	0	1	0	0	0	0	0	0
S14157	0	1	0	0	0	0	0	0
S14161	0	1	0	0	0	0	0	0
S14167	0	1	0	0	0	0	0	0
S14185	0	1	0	0	0	0	0	0
S1419	0	0.998755460344853	0	0.00124453965514739	0	0	0	0
S14193	0	1	0	0	0	0	0	0
S14197	0	0.996289026636545	0	0.00371097336345516	0	0	0	0
S142	0	0.999945537893598	0	0	5.44621064015214e-05	0	0	0
S14206	0	1	0	0	0	0	0	0
S14215	0	0.99998954084012	0	0	1.04591598800124e-05	0	0	0
S14220	0	0.993906404027335	0	0.00609359597266547	0	0	0	0
S14222	0	0.993934343798998	0	0.0060656562010022	0	0	0	0
S14225	0	1	0	0	0	0	0	0
S1423	0	0.999491772208904	0	0	0.000508227791095634	0	0	0
S14233	0	1	0	0	0	0	0	0
S14251	0	1	0	0	0	0	0	0
S14260	0	1	0	0	0	0	0	0
S14266	0	1	0	0	0	0	0	0
S14278	0	0.999873238562954	0	0	0.000126761437045519	0	0	0
S14280	0	0.999358348028459	0	0.000416962762533828	0.000224689209007517	0	0	0
S14286	0	1	0	0	0	0	0	0
S14287	0	1	0	0	0	0	0	0
S14290	0	1	0	0	0	0	0	0
S14297	0	1	0	0	0	0	0	0
S14303	0	0.999637078678053	0	0.000143867556630881	0.000219053765316225	0	0	0
S14305	0	1	0	0	0	0	0	0
