	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S25781	0	1	0	0	0	0	0	0
S25783	0	1	0	0	0	0	0	0
S25785	0	1	0	0	0	0	0	0
S25792	0	1	0	0	0	0	0	0
S25803	0	1	0	0	0	0	0	0
S25808	0	0.997527910798056	0	0	0.00247208920194352	0	0	0
S25823	0	1	0	0	0	0	0	0
S25824	0	1	0	0	0	0	0	0
S25833	0	1	0	0	0	0	0	0
S25835	0	0.995672143714033	0	0.00432785628596672	0	0	0	0
S25845	0	1	0	0	0	0	0	0
S25847	0	1	0	0	0	0	0	0
S25848	0	1	0	0	0	0	0	0
S25849	0	1	0	0	0	0	0	0
S25858	0	0.991307390951621	0	0.00869260904837874	0	0	0	0
S2586	0	0.996449467881513	0	0.00355053211848736	0	0	0	0
S25861	0	1	0	0	0	0	0	0
S25867	0	1	0	0	0	0	0	0
S25874	0	1	0	0	0	0	0	0
S25883	0	1	0	0	0	0	0	0
S25886	0	1	0	0	0	0	0	0
S2589	0	1	0	0	0	0	0	0
S25892	0	0.9989583002074	0	0.000175783313748094	0.000865916478851635	0	0	0
S25895	0	0.999820541864117	0	0	0.000179458135883193	0	0	0
S2590	0	1	0	0	0	0	0	0
S25907	0	1	0	0	0	0	0	0
S25923	0	0.996095549389013	0	0.00390445061098653	0	0	0	0
S25926	0	1	0	0	0	0	0	0
S2593	0	0.993162062898517	0	0.00683793710148327	0	0	0	0
S25930	0	1	0	0	0	0	0	0
S25931	0	1	0	0	0	0	0	0
S25932	0	1	0	0	0	0	0	0
S25935	0	1	0	0	0	0	0	0
S25953	0	1	0	0	0	0	0	0
S25956	0	1	0	0	0	0	0	0
S25963	0	1	0	0	0	0	0	0
S25968	0	0.999695545466675	0	0	0.000304454533325292	0	0	0
S25977	0	0.999873381684152	0	0	0.000126618315847908	0	0	0
S2598	0	1	0	0	0	0	0	0
S25980	0	1	0	0	0	0	0	0
S25982	0	0.999798343139065	0	0	0.000201656860934749	0	0	0
S25993	0	0.999314127330755	0	0.000685872669244619	0	0	0	0
S26	0	1	0	0	0	0	0	0
S26000	0	1	0	0	0	0	0	0
S26002	0	1	0	0	0	0	0	0
S26005	0	0.999824064755595	0	0	0.000175935244405467	0	0	0
S2601	0	1	0	0	0	0	0	0
S26014	0	1	0	0	0	0	0	0
S26019	0	1	0	0	0	0	0	0
S2602	0	0.999229265239653	0	0.000770734760346824	0	0	0	0
S26020	0	0.999783822314798	0	0	0.000216177685201825	0	0	0
S26021	0	0.999697800435353	0	0	0.000302199564647041	0	0	0
S26026	0	0.999610578675236	0	0	0.000389421324764029	0	0	0
S26031	0	1	0	0	0	0	0	0
S26042	0	0.999026322117669	0	0	0.00097367788233116	0	0	0
S26047	0	0.997640010151743	0	0	0.00235998984825664	0	0	0
S26057	0	0.998236058076532	0	0	0.0017639419234678	0	0	0
S26071	0	1	0	0	0	0	0	0
S26073	0	0.999213680463106	0	0.000786319536894119	0	0	0	0
S26078	0	1	0	0	0	0	0	0
S26084	0	0.999372348644027	0	0	0.000627651355972539	0	0	0
S26085	0	1	0	0	0	0	0	0
S26088	0	1	0	0	0	0	0	0
S26091	0	1	0	0	0	0	0	0
S26098	0	0.9996573759533	0	0	0.0003426240467003	0	0	0
S26110	0	0.998764471477252	0	0	0.00123552852274828	0	0	0
S26116	0	1	0	0	0	0	0	0
S26120	0	0.994996843984307	0	0.00500315601569304	0	0	0	0
S26129	0	1	0	0	0	0	0	0
S26132	0	1	0	0	0	0	0	0
S26133	0	1	0	0	0	0	0	0
S26138	0	0.993761843780372	0	0.00623815621962753	0	0	0	0
S26142	0	0.999522084003278	0	0	0.000477915996721938	0	0	0
S26147	0	1	0	0	0	0	0	0
S26148	0	1	0	0	0	0	0	0
S26149	0	1	0	0	0	0	0	0
S26151	0	1	0	0	0	0	0	0
S26154	0	1	0	0	0	0	0	0
S26170	0	1	0	0	0	0	0	0
S26175	0	1	0	0	0	0	0	0
S26176	0	1	0	0	0	0	0	0
S26180	0	1	0	0	0	0	0	0
S2619	0	1	0	0	0	0	0	0
S26190	0	0.999448517274615	0	0	0.00055148272538482	0	0	0
S26194	0	1	0	0	0	0	0	0
S26197	0	1	0	0	0	0	0	0
S26198	0	1	0	0	0	0	0	0
S26202	0	1	0	0	0	0	0	0
S26203	0	1	0	0	0	0	0	0
S26216	0	1	0	0	0	0	0	0
S26225	0	0.99808238323045	0	0	0.0019176167695505	0	0	0
S26238	0	0.992743807694656	0	0.00725619230534389	0	0	0	0
S26239	0	1	0	0	0	0	0	0
S26246	0	1	0	0	0	0	0	0
S26247	0	0.997755324991643	0	0.00224467500835738	0	0	0	0
S26251	0	0.997029514506845	0	0.00297048549315541	0	0	0	0
S26252	0	1	0	0	0	0	0	0
S26253	0	1	0	0	0	0	0	0
S26271	0	1	0	0	0	0	0	0
S26274	0	0.999427671837732	0	0	0.000572328162267939	0	0	0
S26290	0	1	0	0	0	0	0	0
S263	0	1	0	0	0	0	0	0
S26301	0	1	0	0	0	0	0	0
S26304	0	0.999624182726788	0	0	0.000375817273211776	0	0	0
S26307	0	1	0	0	0	0	0	0
S26314	0	0.997707037038007	0	0.00214435149398717	0.000148611468006156	0	0	0
S26316	0	1	0	0	0	0	0	0
S2633	0	1	0	0	0	0	0	0
S26337	0	0.99953165955096	0	0	0.000468340449039895	0	0	0
S26339	0	1	0	0	0	0	0	0
S26340	0	1	0	0	0	0	0	0
S26341	0	0.999308868576256	0	0.000691131423744405	0	0	0	0
S26344	0	0.99132540173912	0	0.00856247217860231	0.000112126082277412	0	0	0
S26346	0	1	0	0	0	0	0	0
S26347	0	1	0	0	0	0	0	0
S26356	0	1	0	0	0	0	0	0
S26357	0	1	0	0	0	0	0	0
S26366	0	1	0	0	0	0	0	0
S2637	0	1	0	0	0	0	0	0
S26370	0	0.999579159475119	0	0	0.000420840524881247	0	0	0
S26375	0	0.999546780654003	0	0	0.000453219345996643	0	0	0
