	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
S21863	0	0.332376570280261	0.452171316083818	0.000519224087775241	0.170674630823437	0	0	0	0	0	0	0	0.000756850360428866	0	0	0	0	0	0.0435014083642802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21867	0	0.317551719500468	0.461628073709935	0.00437184991468697	0.171279520247754	0	0	0	0	0	0	0	0.000926116883654406	0	0	0	0	0	0.0442427197435014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2187	0	0.314679013001168	0.468644851103813	0.0027412010921964	0.167344292507108	0	0	0	0	0	0	0	0.000977106095144769	0	0	0	0	0	0.0456135362005701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21895	0	0.372117460638594	0.413354396687912	0	0.164998612126392	0	0	0	0	0	0	0	0.000949660170236826	0	0	0	0	0	0.0485798703768649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21900	0	0.367895851450035	0.411713034364533	0.000768825973942009	0.175809565214005	0	0	0	0	0	0	0	0.000904403437650022	0	0	0	0	0	0.0429083195598356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21906	0	0.330006461765019	0.453592786280411	0.00403141913965265	0.169253250011644	0	0	0	0	0	0	0	0.00084393231258946	0	0	0	0	0	0.0422721504906836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21913	0	0.342808064636275	0.444706359357814	0	0.168317852569246	0	0	0	0	0	0	0	0.000876328102468822	0	0	0	0	0	0.0432913953341965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21917	0	0.303350680632673	0.489424276814485	0	0.162499265705841	0	0	0	0	0	0	0	0.000990023645555616	0	0	0	0	0	0.0437357532014463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21919	0	0.279972081072977	0.504880951842532	0.00136855705455788	0.16631752454013	0	0	0	0	0	0	0	0.000936269975904346	0	0	0	0	0	0.0465246155138979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2192	0	0.270669031134664	0.508043815729993	0.00312174037204619	0.178829306145613	0	0	0	0	0	0	0	0.000896533815335998	0	0	0	0	0	0.0384395728023482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21936	0	0.285775532701228	0.487788910987826	0.00345451767835105	0.178129335215835	0	0	0	0	0	0	0	0.000973007599054644	0	0	0	0	0.000611793480930004	0.0432669023367748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21937	0	0.317175221337268	0.468550204096687	0.00093717039581806	0.164675066615458	0	0	0	0	0	0	0	0.000823807750677367	0	0	0	0	0	0.0478385298040914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21942	0	0.267639855332091	0.524887033956665	0.00292978227225077	0.158265157811187	0	0	0	0	0	0	0	0.00103241133618033	0	0	0	0	0.000535065674582085	0.0447106936170436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21948	0	0.274605834481067	0.511604083944406	0	0.168250162679943	0	0	0	0	0	0	0	0.00108320328910278	0	0	0	0	0.000250628355463563	0.044206087250017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21957	0	0.316420668537818	0.468892402524446	0	0.17195967476651	0	0	0	0	0	0	0	0.000932566676654794	0	0	0	0	0	0.0417946874945713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21959	0	0.284392480585623	0.487012814218868	0.00137626270049864	0.18515292503892	0	0	0	0	0	0	0	0.000969727877737889	0	0	0	0	0	0.0410957895783523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21960	0	0.313410385371346	0.473244059723717	0	0.163400302422319	0	0	0	0	0	0	0	0.0010084781876767	0	0	0	0	0	0.0489367742949412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21961	0	0.29837559134208	0.489409817086672	0.00445483571634708	0.166257364368324	0	0	0	0	0	0	0	0.0009180910002541	0	0	0	0	0	0.0405843004863224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21976	0	0.292456325990026	0.49336541162194	0	0.17370185172285	0	0	0	0	0	0	0	0.000854653532880406	0	0	0	0	0	0.0396217571323031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21979	0	0.354410564464827	0.438058129818679	0.000568791739996831	0.164795359336413	0	0	0	0	0	0	0	0.000936548864637064	0	0	0	0	0	0.0412306057754476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21980	0	0.315772890520212	0.475856988012716	0	0.169304005625711	0	0	0	0	0	0	0	0.000927800061134629	0	0	0	0	0	0.0381383157802263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21984	0	0.195855300377129	0.591158508446119	0.00435779890644021	0.159626783880328	0	0	0	0	0	0	0	0.00112061890075829	0	0	0	0	0.00223893368723828	0.0456420558019881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2199	0	0.297644213009141	0.497456344135169	0	0.158768154015664	0	0	0	0	0	0	0	0.000786468143395744	0	0	0	0	0	0.0453448206966298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21994	0	0.325029490740335	0.449687670247104	0.00139663752350807	0.177927164204371	0	0	0	0	0	0	0	0.000934436727364171	0	0	0	0	0	0.0450246005573176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S21999	0	0.324574669149156	0.453025833080485	0.00328573049127771	0.174844360407818	0	0	0	0	0	0	0	0.000943120088471085	0	0	0	0	0	0.0433262867827926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22002	0	0.388549833859342	0.388303330174501	0.00538398314806182	0.178105211252354	0	0	0	0	0	0	0	0.000879477705848208	0	0	0	0	0	0.038778163859893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22011	0	0.351723308251133	0.433111017211854	0	0.169253089509656	0	0	0	0	0	0	0	0.00098985806397729	0	0	0	0	0	0.0449227269633795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22023	0	0.314829147216808	0.480077621987963	0.000439934637717701	0.151529782929616	0	0	0	0	0	0	0	0.000981574399676878	0	0	0	0	0	0.0521419388282182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22025	0	0.301359234895456	0.488272329662304	0.001778665404762	0.167825769128457	0	0	0	0	0	0	0	0.000899788758607951	0	0	0	0	0	0.039864212150413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22026	0	0.360896918513843	0.422794213792497	0	0.170283107204929	0	0	0	0	0	0	0	0.000956651636857455	0	0	0	0	0	0.045069108851873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22032	0	0.24708166750349	0.526198846752067	0.00361674344914096	0.171855053531335	0	0	0	0	0	0	0	0.00105465173578908	0	0	0	0	0.00218376426174237	0.0480092727664357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22034	0	0.260471301649263	0.519493589894136	0.00147336236546186	0.171039968781449	0	0	0	0	0	0	0	0.000963960551828294	0	0	0	0	0	0.0465578167578619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22038	0	0.302891920502755	0.485024276503032	0	0.162014641386988	0	0	0	0	0	0	0	0.000790893178251915	0	0	0	0	0	0.049278268428973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22041	0	0.312004805996797	0.461504449819219	0.000860401718415825	0.175553472721137	0	0	0	0	0	0	0	0.000875835849043334	0	0	0	0	0	0.0492010338953879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22046	0	0.320038851064059	0.453646349529265	0.00123833992422354	0.182057749338738	0	0	0	0	0	0	0	0.000902699284814732	0	0	0	0	0	0.0421160108589002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22048	0	0.219101267752826	0.568967656857368	0.00430974547670111	0.163365595313064	0	0	0	0	0	0	0	0.000847501738677851	0	0	0	0	0.00168499037585591	0.0417232424855067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2207	0	0.215563525094964	0.570761728124006	0.00655646746502169	0.163747659645214	0	0	0	0	0	0	0	0.000894221826414221	0	0	0	0	0.00175913841662734	0.0407172594277529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22070	0	0.342297366344529	0.439298983738101	0	0.16940618330775	0	0	0	0	0	0	0	0.000974795830465172	0	0	0	0	0	0.0480226707791548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22075	0	0.372493088758402	0.40024289158937	0	0.188078772974449	0	0	0	0	0	0	0	0.000815247748137198	0	0	0	0	0	0.0383699989296423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22077	0	0.285805044508659	0.491784382554564	0.00127970081094524	0.178568407601466	0	0	0	0	0	0	0	0.000872705365279123	0	0	0	0	0	0.041689759159086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S22078	0	0.272161444500226	0.51302976750419	0.00204398758374855	0.163842616794227	0	0	0	0	0	0	0	0.0010226346094899	0	0	0	0	0.000241696177202252	0.0476578528309161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2210	0	0.252017592602154	0.533713195515207	0.00257708747028725	0.166732957913483	0	0	0	0	0	0	0	0.000920965923137346	0	0	0	0	0.00199985512217891	0.0420383454535525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
