	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
mix_1	0	0	0	0.222971255177126	0	0	0	0	0.490428185697319	0	0	0	0	0	0	0	0	0.286600559125555	0	0	0
mix_2	0	0	0	0.263316450263523	0	0	0	0	0.679078981368436	0	0	0	0	0	0	0	0	0.0576045683680415	0	0	0
mix_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_4	0	0	0	0.0444075339734793	0	0	0	0	0.0415691406592705	0	0	0	0	0	0	0	0	0.91402332536725	0	0	0
mix_5	0	0	0	0.000602505642960034	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99939749435704	0	0	0
mix_6	0	0	0	0.103197021262639	0	0	0	0	0.227932829807967	0	0	0	0	0	0	0	0	0.668870148929394	0	0	0
mix_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_8	0	0	0	0.161203032689426	0	0	0	0	0.402817043670448	0	0	0	0	0	0	0	0	0.435979923640127	0	0	0
mix_9	0	0	0	0.136439678804298	0	0	0	0	0.235295618365897	0	0	0	0	0	0	0	0	0.628264702829804	0	0	0
mix_10	0	0	0	0.0180728982730709	0	0	0	0	0.00345318340935812	0	0	0	0	0	0	0	0	0.978473918317571	0	0	0
mix_11	0	0	0	0.255599483410697	0	0	0	0	0.635273052494175	0	0	0	0	0	0	0	0	0.109127464095128	0	0	0
mix_12	0	0	0	0.176924053571633	0	0	0	0	0.416239751237524	0	0	0	0	0	0	0	0	0.406836195190843	0	0	0
mix_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_14	0	0	0	0.00741906794030749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992580932059693	0	0	0
mix_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_18	0	0	0	0.268987721523672	0	0	0	0	0.731012278476328	0	0	0	0	0	0	0	0	0	0	0	0
mix_19	0	0	0	0.105133334584966	0	0	0	0	0.236623991381143	0	0	0	0	0	0	0	0	0.65824267403389	0	0	0
mix_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_22	0	0	0	0.107195423241045	0	0	0	0	0.173172257725848	0	0	0	0	0	0	0	0	0.719632319033107	0	0	0
mix_23	0	0	0	0.0905503229829937	0	0	0	0	0.220278328237251	0	0	0	0	0	0	0	0	0.689171348779756	0	0	0
mix_24	0	0	0	0.280213680459992	0	0	0	0	0.719786319540008	0	0	0	0	0	0	0	0	0	0	0	0
mix_25	0	0	0	0.0717404605141728	0	0	0	0	0.186106995245149	0	0	0	0	0	0	0	0	0.742152544240678	0	0	0
mix_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_27	0	0	0	0.267265536421315	0	0	0	0	0.627145825702064	0	0	0	0	0	0	0	0	0.105588637876621	0	0	0
mix_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_29	0	0	0	0.101880648233545	0	0	0	0	0.174945937485771	0	0	0	0	0	0	0	0	0.723173414280684	0	0	0
mix_30	0	0	0	0.0886929971408877	0	0	0	0	0.163425014383831	0	0	0	0	0	0	0	0	0.747881988475282	0	0	0
mix_31	0	0	0	0.10056916879641	0	0	0	0	0.210305220160017	0	0	0	0	0	0	0	0	0.689125611043574	0	0	0
mix_32	0	0	0	0.0309692248255312	0	0	0	0	0.00573648156306762	0	0	0	0	0	0	0	0	0.963294293611401	0	0	0
mix_33	0	0	0	0.132877971868509	0	0	0	0	0.297354632876283	0	0	0	0	0	0	0	0	0.569767395255208	0	0	0
mix_34	0	0	0	0.228068662269876	0	0	0	0	0.568917087607778	0	0	0	0	0	0	0	0	0.203014250122346	0	0	0
mix_35	0	0	0	0.128975720280068	0	0	0	0	0.297967398157292	0	0	0	0	0	0	0	0	0.573056881562639	0	0	0
mix_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_40	0	0	0	0.115434773816014	0	0	0	0	0.264707522670136	0	0	0	0	0	0	0	0	0.61985770351385	0	0	0
mix_41	0	0	0	0.196636055246135	0	0	0	0	0.435351807487867	0	0	0	0	0	0	0	0	0.368012137265998	0	0	0
mix_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_45	0	0	0	0.0496804397186478	0	0	0	0	0.110672777830693	0	0	0	0	0	0	0	0	0.839646782450659	0	0	0
mix_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mix_47	0	0	0	0.107620691834037	0	0	0	0	0.264209051211478	0	0	0	0	0	0	0	0	0.628170256954485	0	0	0
mix_48	0	0	0	0.294922456704459	0	0	0	0	0.679825346577729	0	0	0	0	0	0	0	0	0.0252521967178119	0	0	0
mix_49	0	0	0	0.177787687536042	0	0	0	0	0.355715640022163	0	0	0	0	0	0	0	0	0.466496672441795	0	0	0
