	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
S581	0	0.284545140044165	0.512125126270791	0.00309356551535981	0.154526253774566	0	0	0	0	0	0	0	0.000993667645056564	0	0	0	0	0.000427931653405403	0.0442883150966566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5815	0	0.322694974017449	0.45272648769876	0.00513563660137259	0.175854486948473	0	0	0	0	0	0	0	0.000928929477747845	0	0	0	0	0	0.0426594852561971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S582	0	0.228543300874402	0.565727315127263	0.0065419949017876	0.153113730543493	0	0	0	0	0	0	0	0.000990637926355997	0	0	0	0	0.000842479073863032	0.044240541552835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5821	0	0.377220792906477	0.410145031942936	0	0.168857163021535	0	0	0	0	0	0	0	0.000947575320343489	0	0	0	0	0	0.042829436808708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5822	0	0.270395634352912	0.511871140230469	0	0.169756236231079	0	0	0	0	0	0	0	0.00108616214557822	0	0	0	0	0	0.0468908270399624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5823	0	0.221256592284534	0.557830785676028	0	0.174823307578616	0	0	0	0	0	0	0	0.00106801311800673	0	0	0	0	0.000543626774802042	0.044477674568013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5827	0	0.266067421968551	0.522123773202276	0.00357734449264612	0.165006918599986	0	0	0	0	0	0	0	0.000887410568158107	0	0	0	0	0.000325378155065098	0.0420117530133171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5833	0	0.380503193795916	0.408414659983411	0	0.167893013064616	0	0	0	0	0	0	0	0.000905793192420136	0	0	0	0	0	0.0422833399636363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5844	0	0.317822748197922	0.452843634196154	0.0046802396914959	0.186305082369241	0	0	0	0	0	0	0	0.000894238061927597	0	0	0	0	0	0.0374540574832595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5846	0	0.372461931644825	0.416365345146313	0.000275153504415861	0.167057966212826	0	0	0	0	0	0	0	0.00088263612536121	0	0	0	0	0	0.0429569673662591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
