	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S21863	0	1	0	0	0	0	0	0
S21867	0	1	0	0	0	0	0	0
S2187	0	0.999923174941127	0	0	7.68250588726764e-05	0	0	0
S21895	0	0.999397276314502	0	0	0.000602723685497505	0	0	0
S21900	0	1	0	0	0	0	0	0
S21906	0	1	0	0	0	0	0	0
S21913	0	1	0	0	0	0	0	0
S21917	0	1	0	0	0	0	0	0
S21919	0	0.999770095898546	0	0	0.000229904101453713	0	0	0
S2192	0	1	0	0	0	0	0	0
S21936	0	0.997359286428663	0	0.00264071357133683	0	0	0	0
S21937	0	0.99963986586962	0	0	0.000360134130380083	0	0	0
S21942	0	1	0	0	0	0	0	0
S21948	0	1	0	0	0	0	0	0
S21957	0	1	0	0	0	0	0	0
S21959	0	0.991976077985602	0	0.00802392201439785	0	0	0	0
S21960	0	0.999113610311918	0	0	0.000886389688081679	0	0	0
S21961	0	1	0	0	0	0	0	0
S21976	0	1	0	0	0	0	0	0
S21979	0	1	0	0	0	0	0	0
S21980	0	1	0	0	0	0	0	0
S21984	0	0.99974080876546	0	0	0.000259191234539606	0	0	0
S2199	0	1	0	0	0	0	0	0
S21994	0	0.996238757589541	0	0.00376124241045911	0	0	0	0
S21999	0	1	0	0	0	0	0	0
S22002	0	1	0	0	0	0	0	0
S22011	0	1	0	0	0	0	0	0
S22023	0	0.998538091332593	0	0	0.00146190866740667	0	0	0
S22025	0	1	0	0	0	0	0	0
S22026	0	1	0	0	0	0	0	0
S22032	0	0.997153476159091	0	0.00180813258393033	0.00103839125697898	0	0	0
S22034	0	0.999795175866825	0	0	0.000204824133175096	0	0	0
S22038	0	0.999292504549364	0	0	0.000707495450635724	0	0	0
S22041	0	0.996959989927747	0	0.00225261753224455	0.00078739254000859	0	0	0
S22046	0	0.996682241694937	0	0.00331775830506315	0	0	0	0
S22048	0	1	0	0	0	0	0	0
S2207	0	1	0	0	0	0	0	0
S22070	0	0.999571932536801	0	0	0.000428067463198611	0	0	0
S22075	0	0.996495633846428	0	0.00350436615357179	0	0	0	0
S22077	0	0.99895550227865	0	0.00104449772134971	0	0	0	0
S22078	0	0.999473628421212	0	0	0.000526371578788239	0	0	0
S2210	0	1	0	0	0	0	0	0
S22100	0	0.999042474609788	0	0	0.00095752539021192	0	0	0
S22106	0	1	0	0	0	0	0	0
S22109	0	0.999340614987271	0	0	0.000659385012729384	0	0	0
S22110	0	1	0	0	0	0	0	0
S22113	0	1	0	0	0	0	0	0
S22114	0	0.997195424291505	0	0.00280457570849479	0	0	0	0
S22117	0	0.99044726592203	0	0.00955273407797017	0	0	0	0
S2212	0	0.999941311127295	0	0	5.86888727051206e-05	0	0	0
S22126	0	1	0	0	0	0	0	0
S22129	0	0.9997150691835	0	0	0.000284930816499829	0	0	0
S22131	0	1	0	0	0	0	0	0
S22144	0	0.992817568240092	0	0.00718243175990831	0	0	0	0
S22147	0	0.999114981595555	0	0	0.000885018404445002	0	0	0
S22148	0	0.999708632196351	0	0	0.000291367803649508	0	0	0
S22150	0	0.986999184861905	0	0.0130008151380953	0	0	0	0
S22151	0	0.999329153438993	0	0.000670846561006938	0	0	0	0
S22160	0	0.998624306592659	0	0	0.00137569340734121	0	0	0
S22166	0	1	0	0	0	0	0	0
S22173	0	1	0	0	0	0	0	0
S22174	0	0.994633573832845	0	0.00536642616715467	0	0	0	0
S22177	0	0.998455643814149	0	0.00154435618585059	0	0	0	0
S22178	0	1	0	0	0	0	0	0
S22181	0	1	0	0	0	0	0	0
S22185	0	0.99985623276235	0	0	0.000143767237650458	0	0	0
S22189	0	0.999876206156666	0	0	0.000123793843334061	0	0	0
S22191	0	1	0	0	0	0	0	0
S222	0	1	0	0	0	0	0	0
S2220	0	1	0	0	0	0	0	0
S22226	0	0.991722997703951	0	0.00827700229604935	0	0	0	0
S22227	0	1	0	0	0	0	0	0
S22231	0	0.997078156056702	0	0.00186816549226575	0.00105367845103267	0	0	0
S22238	0	1	0	0	0	0	0	0
S2224	0	1	0	0	0	0	0	0
S22249	0	0.998224556689935	0	0.00133444089948331	0.00044100241058148	0	0	0
S22257	0	1	0	0	0	0	0	0
S22259	0	1	0	0	0	0	0	0
S2226	0	1	0	0	0	0	0	0
S22260	0	0.999934951668388	0	0	6.50483316117002e-05	0	0	0
S22262	0	0.999595938320108	0	0	0.000404061679891833	0	0	0
S22268	0	1	0	0	0	0	0	0
S22275	0	0.996133662584808	0	0.00339053902822207	0.000475798386970372	0	0	0
S22289	0	1	0	0	0	0	0	0
S2229	0	1	0	0	0	0	0	0
S22295	0	1	0	0	0	0	0	0
S22296	0	0.999742376314943	0	0	0.000257623685056751	0	0	0
S22301	0	1	0	0	0	0	0	0
S22320	0	1	0	0	0	0	0	0
S22323	0	0.999431238473261	0	0	0.000568761526738915	0	0	0
S22326	0	1	0	0	0	0	0	0
S22327	0	1	0	0	0	0	0	0
S22333	0	1	0	0	0	0	0	0
S22335	0	1	0	0	0	0	0	0
S22336	0	1	0	0	0	0	0	0
S22343	0	0.999356672968945	0	0	0.000643327031054683	0	0	0
S22352	0	1	0	0	0	0	0	0
S22371	0	1	0	0	0	0	0	0
S22372	0	0.999888053999022	0	0	0.000111946000977491	0	0	0
S22375	0	0.998994772288816	0	0	0.00100522771118378	0	0	0
S22376	0	1	0	0	0	0	0	0
