	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
A	0.13537269251487	0.0330699218659966	0	0	0	0.02247152510621	0	0	0	0.148532730192963	0.120526080942777	0	0.0180785976610148	0.435723077758056	0.0615926162822166	0	0	0	0.0246327576758965	0	0
B	0.134483228903365	0.0340485547045253	0	0	0.000576548504901264	0.0220353483977535	0	0	0	0.152987640830367	0.120791044533858	0	0.0173426097955025	0.433028887925113	0.0638374432830345	0	0	0	0.0208686931215792	0	0
C	0.0986636089989455	0.00932931987349918	0	0	0	0.0278366881197839	0	0	0	0.109741466608348	0.0492149965398119	0	0.0170853648056958	0.43632414036245	0.0510345600813477	0	0.0146144934398844	0.118149445705288	0.0403354478855912	0.0276704675793539	0
D	0.10379352106015	0.00709310033818199	0	0	0	0.0285709568743841	0	0	0	0.106987015996819	0.0481106732706099	0	0.0173574508703681	0.435451928954972	0.0498155276610195	0	0.00678186346866801	0.123219107036164	0.0434155074943188	0.0294033469743449	0
E	0.0869001560124957	0.0126987198919541	0	0	0	0.0280412144683597	0	0	0	0.16182743332329	0.0672904033304465	0	0.0158465040605822	0.441004602082426	0.0508619726228974	0	0	0.106549757165471	0.028979237042077	0	0
F	0.071035579607011	0.00811986341171848	0	0	0.00514135780769778	0.0216503401554521	0	0	0	0.298177795272071	0.0871811321089848	0	0.0151940673495303	0.444492242952006	0.0485301483201151	0	0	0	0.000477473015413014	0	0
G	0.118971912402269	0.0544973601483205	0	0	0	0.0330671367453143	0	0.00619845830719502	0	0.0716678165651588	0.19380501174533	0	0.0113663537951655	0.422687152323478	0.0621151507399886	0	0	0	0.0256236472277801	0	0
H	0.10552682738565	0.0602944980664633	0	0	0.00306507704722367	0.0287259233393088	0	0.0284090865443587	0.0839489035774517	0.0513528952531631	0.126184449348431	0	0.0095499304404016	0.425260481925812	0.0567437988314155	0	0	0	0.0209381282403217	0	0
I	0.105673664836505	0.0625163702121894	0.00505521528487389	0	0.00381979786195871	0.0252312346551448	0	0.0238742196683805	0.0890585116109755	0.0500851548847552	0.125548474938264	0	0.00836677010026656	0.424263361295906	0.0556835063355364	0	0	0	0.0208237183152448	0	0
J	0.103199778072599	0	0	0	0.000566164515551463	0.0281035391147456	0	0	0	0.0861373157755254	0.0287701718112028	0	0.0107117246288677	0.440206962029831	0.0471763126342121	0	0.0445588006265717	0.0976975735547519	0.0467888073818531	0.0660828498542879	0
K	0.0944637606961895	0	0	0	0.00251030681517309	0.0322602032795004	0	0	0	0.154519260422489	0.0173862388239791	0	0.0178195531016019	0.445133810255874	0.0393517084747306	0	0	0.16454074137127	0.0320144167591927	0	0
L	0.0706666927401189	0.0282286567284702	0	0	0	0.0342837857134706	0	0	0	0.081260593978739	0.0514026560583776	0	0.0179133227573278	0.431041364723455	0.0487886581269126	0	0	0.0947482353554409	0.0713006847874365	0.0703653490302509	0
