B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.101050366121	0.351149971687	0.22898409449	0.0	0.147024277824	0.171791289878
B	0.0870518042907	0.31540851744	0.245175548003	0.00352426204919	0.199322660451	0.149517207766
C	0.00549010235909	0.0393646964916	0.2137412387	0.000492251593224	0.639170744119	0.101740966737
D	0.00867730804571	0.0399872926611	0.228460992643	0.0	0.614995616088	0.107878790562
E	0.0189879565933	0.108898321923	0.314895512818	0.0	0.153727827306	0.403490381361
F	0.0159842993322	0.144043871208	0.690312208531	0.00825175976636	0.0816158135599	0.0597920476028
G	0.12130308664	0.569034419088	0.0	0.160686406508	0.0583755376186	0.0906005501452
H	0.0716775066978	0.771285264282	0.0	0.0	0.0781591208072	0.0788781082128
I	0.0841093794165	0.762467451538	0.0	0.0	0.0746446746262	0.0787784944191
J	0.0175340408683	0.0117631638761	0.126562943527	0.0	0.844139851729	0.0
K	0.00681189178	0.0309953369342	0.188700118496	0.00806259575344	0.270492903593	0.494937153443
L	0.0244258539865	0.0289609609568	0.123136200608	0.013022321094	0.810454663355	0.0
