B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0708559089243	0.330976899864	0.191690859605	0.0208655089804	0.0939235015005	0.291687321125
B	0.09543302609	0.334946950828	0.231709612375	0.0	0.0538780468049	0.284032363902
C	0.0199550339847	0.0614098656676	0.0977492268422	0.0	0.505371722583	0.315514150923
D	0.0235029082883	0.0665234523905	0.0903152540676	0.0	0.462867385495	0.356790999759
E	0.0116718760722	0.103025575308	0.187497914214	0.0111292035111	0.108777809918	0.577897620977
F	0.0249052070166	0.145975189672	0.615326076451	0.0	0.0253185516266	0.188474975234
G	0.0883945001063	0.448787535828	0.130127827922	0.169206102704	0.068173424189	0.0953106092514
H	0.0567157578193	0.779885021287	0.0334463873269	0.0	0.0600897112159	0.0698631223508
I	0.0518239445952	0.785029940178	0.0394637314867	0.0	0.0643740688277	0.0593083149129
J	0.0268505335899	0.0	0.0788853106149	0.0	0.856952287001	0.0373118687944
K	0.00751365787466	0.0	0.139004765996	0.0	0.0795804697781	0.773901106351
L	0.000941365862323	0.0508956981027	0.214233087851	0.0	0.706623542716	0.0273063054681
