B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0817557383392	2.0394729624e-70	3.14600765099e-42	7.55867756283e-104	0.918244261661	1.56542211071e-26
B	0.0872162665884	2.04544340624e-70	3.05223342847e-42	7.68684798797e-104	0.912783733412	1.60142752082e-26
C	0.0441455513706	5.22056287543e-71	1.60788727922e-42	3.36910570808e-104	0.955854448629	1.31751101889e-26
D	0.045585336252	5.46994715121e-71	1.63709369206e-42	3.35204595651e-104	0.954414663748	1.27197639973e-26
E	0.0535802342632	8.71998122506e-71	2.96393199294e-42	4.82455598617e-104	0.946419765737	2.17537223365e-26
F	0.084600245379	1.67183485424e-70	8.18329247864e-42	9.01274180499e-104	0.915399754621	1.71902691637e-26
G	0.101861547226	3.14195751665e-70	2.40583029018e-42	1.61751910554e-103	0.898138452774	1.200172271e-26
H	0.105674627035	4.77409000583e-70	1.73055595723e-42	1.34997624676e-103	0.894325372965	1.20913416677e-26
I	0.107342776407	4.77277669301e-70	1.80946871698e-42	1.37819402757e-103	0.892657223593	1.22822318049e-26
J	0.0395817213832	3.08176224427e-71	9.54526450938e-43	2.46214523836e-104	0.960418278617	9.00861117542e-27
K	0.0472014217832	3.56116937104e-71	2.15254678513e-42	3.08629719185e-104	0.952798578217	2.08940064259e-26
L	0.0344222455092	4.14408479435e-71	9.68429224187e-43	2.6832564937e-104	0.965577754491	9.00332546088e-27
