B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0325653120977	0.489133246467	0.145238190436	0.0161343600484	0.316928890951	0.0
B	0.0426766929573	0.468457507532	0.150619039849	0.0123953999876	0.325851359674	0.0
C	0.0	0.127221440074	0.0671513084555	0.0	0.673771554503	0.131855696967
D	0.00135371895668	0.133640518724	0.0638656379563	0.0	0.657702328954	0.14343779541
E	0.0	0.214785334296	0.154299773086	0.0	0.475036889501	0.155878003118
F	0.00864687792218	0.333885147995	0.367391156693	0.0177333098404	0.272343507549	0.0
G	0.00972119691251	0.623888406385	0.0980995491171	0.135442048781	0.132848798804	0.0
H	0.0	0.839323038554	0.0748255106734	0.0	0.0858514507727	0.0
I	0.0	0.836883621794	0.0710334792186	0.0	0.0920828989871	0.0
J	0.0113832841935	0.0580709999872	0.0697349411855	0.0	0.712206372108	0.148604402526
K	0.0	0.048741694316	0.150261244057	0.0	0.527540254244	0.273456807383
L	0.0	0.141582053389	0.0815506125281	0.0	0.633688929644	0.143178404439
