B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
average.mix_1	0.0	0.0	0.0	1.0	0.0
average.mix_2	0.0	0.0	0.0	1.0	0.0
average.mix_3	0.0	0.758251437002	0.241748562998	0.0	0.0
average.mix_4	0.2	0.2	0.2	0.2	0.2
average.mix_5	0.2	0.2	0.2	0.2	0.2
average.mix_6	0.2	0.2	0.2	0.2	0.2
average.mix_7	1.0	0.0	0.0	0.0	0.0
average.mix_8	0.241629906593	0.241629906593	0.241629906593	0.275110280222	0.0
average.mix_9	0.0	0.0	0.0	0.0	1.0
average.mix_10	0.650034474245	0.116655175252	0.116655175252	0.116655175252	0.0
average.mix_11	0.0	0.0	0.0	1.0	0.0
average.mix_12	0.0	0.0	0.0	1.0	0.0
average.mix_13	1.0	0.0	0.0	0.0	0.0
average.mix_14	1.0	0.0	0.0	0.0	0.0
average.mix_15	0.0	0.0	0.0	0.0	1.0
average.mix_16	0.2	0.2	0.2	0.2	0.2
average.mix_17	1.0	0.0	0.0	0.0	0.0
average.mix_18	0.0	0.0	0.0	1.0	0.0
average.mix_19	0.2	0.2	0.2	0.2	0.2
average.mix_20	0.0258721197689	0.627063591583	0.320971142673	0.0	0.0260931459754
average.mix_21	1.0	0.0	0.0	0.0	0.0
average.mix_22	0.2	0.2	0.2	0.2	0.2
average.mix_23	0.884892429812	0.0383691900626	0.0383691900626	0.0383691900626	0.0
average.mix_24	0.0	0.0	0.0	1.0	0.0
average.mix_25	0.0	0.545955268886	0.0	0.454044731114	0.0
average.mix_26	0.00711940798711	0.130433278542	0.135900624486	0.0	0.726546688985
average.mix_27	0.246864241387	0.0	0.246864241387	0.25940727584	0.246864241387
average.mix_28	0.0231753139266	0.604249572403	0.349399799744	0.0	0.0231753139266
average.mix_29	0.2	0.2	0.2	0.2	0.2
average.mix_30	0.2	0.2	0.2	0.2	0.2
average.mix_31	0.2	0.2	0.2	0.2	0.2
average.mix_32	0.2	0.2	0.2	0.2	0.2
average.mix_33	0.2	0.2	0.2	0.2	0.2
average.mix_34	0.0	0.0	0.0	1.0	0.0
average.mix_35	0.0	0.0	0.0	1.0	0.0
average.mix_36	1.0	0.0	0.0	0.0	0.0
average.mix_37	1.0	0.0	0.0	0.0	0.0
average.mix_38	0.0	0.34383916415	0.197698832203	0.0	0.458462003647
average.mix_39	0.489296300657	0.0	0.0	0.0	0.510703699343
average.mix_40	0.2	0.2	0.2	0.2	0.2
average.mix_41	0.0	0.0	0.0	1.0	0.0
average.mix_42	1.0	0.0	0.0	0.0	0.0
average.mix_43	0.0	0.0343001544481	0.160007813529	0.0	0.805692032023
average.mix_44	0.0	0.411752405363	0.255018428914	0.0	0.333229165723
average.mix_45	0.0	1.0	0.0	0.0	0.0
average.mix_46	0.0	0.00881954991759	0.991180450082	0.0	0.0
average.mix_47	0.2	0.2	0.2	0.2	0.2
average.mix_48	0.228128120538	0.0	0.228128120538	0.315615638387	0.228128120538
average.mix_49	0.2	0.2	0.2	0.2	0.2
average.mix_50	0.592599686057	0.359328734312	0.0240357898153	0.0240357898153	0.0
average.mix_51	0.0	0.0	0.0	1.0	0.0
average.mix_52	1.0	0.0	0.0	0.0	0.0
average.mix_53	0.2	0.2	0.2	0.2	0.2
average.mix_54	1.0	0.0	0.0	0.0	0.0
average.mix_55	0.2	0.2	0.2	0.2	0.2
average.mix_56	0.153107919634	0.540676241097	0.153107919634	0.153107919634	0.0
average.mix_57	0.2	0.2	0.2	0.2	0.2
average.mix_58	0.2	0.2	0.2	0.2	0.2
average.mix_59	0.0	0.0	0.0	1.0	0.0
average.mix_60	0.513683602976	0.162105465675	0.162105465675	0.162105465675	0.0
average.mix_61	0.23160812402	0.663368529137	0.105023346843	0.0	0.0
average.mix_62	0.0	0.502012083915	0.497987916085	0.0	0.0
average.mix_63	0.0	0.0	0.0	1.0	0.0
average.mix_64	0.25	0.25	0.25	0.25	0.0
average.mix_65	0.0	0.0	0.0	0.0	1.0
average.mix_66	0.2	0.2	0.2	0.2	0.2
average.mix_67	1.0	0.0	0.0	0.0	0.0
