B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0953089103812	0.305382411222	0.243915430976	0.0253703661015	0.187041980748	0.142980900572
B	0.0845862106767	0.294643222357	0.246511611972	0.0324250422594	0.198219961586	0.143613951149
C	0.0	0.0538441898923	0.207860419584	0.00988892198022	0.633505798733	0.0949006698102
D	0.00587595403526	0.0442457602655	0.216820141301	0.0	0.631752823791	0.101305320608
E	0.0117463200352	0.110593460332	0.324732580974	0.000231557000695	0.165667180497	0.387028901161
F	0.0397351299205	0.155617839689	0.659687208681	0.0280878219438	0.0846759598306	0.0321960399356
G	0.101215759089	0.438548266053	0.110462039006	0.205624457149	0.0995273291043	0.0446221495984
H	0.0730074507301	0.7500447775	0.0758923207589	0.0	0.0602793106028	0.0407761404078
I	0.07610659	0.7905849	0.01378637	0.0	0.06362607	0.05589607
J	0.00658220693418	0.0136510498635	0.124198788758	0.000669852993301	0.854898101451	0.0
K	0.0243257209513	0.0256787399486	0.172511419655	0.00410796099178	0.276312339447	0.497063819006
L	0.0206368730413	0.030499370061	0.100735380201	0.0163402150327	0.831788161664	0.0
