B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.0	0.199559023352	0.0	0.757018489251	0.0434224873963
B	0.0	0.0	0.198186639934	0.0	0.758484826165	0.0433285339009
C	0.0	0.0	0.157993420138	0.0	0.799374635746	0.0426319441152
D	0.0	0.0	0.158289203078	0.0	0.798476918893	0.0432338780291
E	0.0	0.0	0.187330302461	0.0	0.765444564376	0.0472251331634
F	0.0	0.0	0.271185690008	0.0	0.686840498263	0.0419738117282
G	0.0	0.0	0.209540933868	0.0	0.747723763062	0.0427353030697
H	0.0	0.0	0.210513540818	0.0	0.745838839856	0.0436476193257
I	0.0	0.0	0.210929712224	0.0	0.745745679963	0.0433246078129
J	0.0	0.0	0.147318570265	0.0	0.811083177623	0.0415982521122
K	0.0	0.0	0.177653906734	0.0	0.773754255969	0.0485918372966
L	0.0	0.0	0.157490497586	0.0	0.80004480294	0.0424646994733
