Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
average.S10001	0.2	0.2	0.2	0.2	0.2
average.S10006	0.2	0.2	0.2	0.2	0.2
average.S1001	0.2	0.2	0.2	0.2	0.2
average.S10010	0.2	0.2	0.2	0.2	0.2
average.S10011	0.2	0.2	0.2	0.2	0.2
average.S10014	0.2	0.2	0.2	0.2	0.2
average.S10026	0.2	0.2	0.2	0.2	0.2
average.S10032	0.2	0.2	0.2	0.2	0.2
average.S10036	0.2	0.2	0.2	0.2	0.2
average.S10042	0.2	0.2	0.2	0.2	0.2
average.S10044	0.2	0.2	0.2	0.2	0.2
average.S10049	0.2	0.2	0.2	0.2	0.2
average.S10057	0.2	0.2	0.2	0.2	0.2
average.S10062	0.2	0.2	0.2	0.2	0.2
average.S10066	0.2	0.2	0.2	0.2	0.2
average.S10067	0.2	0.2	0.2	0.2	0.2
average.S1007	0.2	0.2	0.2	0.2	0.2
average.S10073	0.2	0.2	0.2	0.2	0.2
average.S10077	0.2	0.2	0.2	0.2	0.2
average.S10080	0.2	0.2	0.2	0.2	0.2
average.S10082	0.2	0.2	0.2	0.2	0.2
average.S10087	0.2	0.2	0.2	0.2	0.2
average.S10089	0.2	0.2	0.2	0.2	0.2
average.S1009	0.0	1.0	0.0	0.0	0.0
average.S10090	0.2	0.2	0.2	0.2	0.2
average.S10093	0.2	0.2	0.2	0.2	0.2
average.S10094	0.2	0.2	0.2	0.2	0.2
average.S1010	0.2	0.2	0.2	0.2	0.2
average.S10111	0.2	0.2	0.2	0.2	0.2
average.S10116	0.2	0.2	0.2	0.2	0.2
average.S10119	0.2	0.2	0.2	0.2	0.2
average.S10121	0.2	0.2	0.2	0.2	0.2
average.S10130	0.2	0.2	0.2	0.2	0.2
average.S10140	0.2	0.2	0.2	0.2	0.2
average.S10142	0.2	0.2	0.2	0.2	0.2
average.S10150	0.2	0.2	0.2	0.2	0.2
average.S10155	0.2	0.2	0.2	0.2	0.2
average.S1016	0.2	0.2	0.2	0.2	0.2
average.S10163	0.2	0.2	0.2	0.2	0.2
average.S10167	0.2	0.2	0.2	0.2	0.2
average.S10168	0.2	0.2	0.2	0.2	0.2
average.S10173	0.0	1.0	0.0	0.0	0.0
average.S10175	0.2	0.2	0.2	0.2	0.2
average.S10179	0.2	0.2	0.2	0.2	0.2
average.S10186	0.2	0.2	0.2	0.2	0.2
average.S1019	0.2	0.2	0.2	0.2	0.2
average.S10190	0.0	1.0	0.0	0.0	0.0
average.S10195	0.2	0.2	0.2	0.2	0.2
average.S10196	0.2	0.2	0.2	0.2	0.2
average.S10200	0.2	0.2	0.2	0.2	0.2
average.S10201	0.2	0.2	0.2	0.2	0.2
average.S10202	0.2	0.2	0.2	0.2	0.2
average.S10205	0.2	0.2	0.2	0.2	0.2
average.S10211	0.2	0.2	0.2	0.2	0.2
average.S10221	0.2	0.2	0.2	0.2	0.2
average.S10222	0.2	0.2	0.2	0.2	0.2
average.S10226	0.2	0.2	0.2	0.2	0.2
average.S10227	0.2	0.2	0.2	0.2	0.2
average.S10228	0.2	0.2	0.2	0.2	0.2
average.S10232	0.0	1.0	0.0	0.0	0.0
average.S10248	0.2	0.2	0.2	0.2	0.2
average.S10249	0.2	0.2	0.2	0.2	0.2
