B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.386998033331	0.0	0.0	0.0	0.0	0.613001966669
B	0.389253737793	0.0	0.0	0.0	0.0	0.610746262207
C	0.391101055902	0.0	0.0	0.0	0.0	0.608898944098
D	0.387537253034	0.0	0.0	0.0	0.0	0.612462746966
E	0.367780726928	0.0	0.0	0.0	0.0	0.632219273072
F	0.33721824736	0.0	0.0	0.0	0.0	0.66278175264
G	0.372394400195	0.0	0.0	0.0	0.0	0.627605599805
H	0.37607477382	0.0	0.0	0.0	0.0	0.62392522618
I	0.379834663012	0.0	0.0	0.0	0.0	0.620165336988
J	0.404496749779	0.0	0.0	0.0	0.0	0.595503250221
K	0.383356566371	0.0	0.0	0.0	0.0	0.616643433629
L	0.378399166054	0.0	0.0	0.0	0.0	0.621600833946
