Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.4337	0.3769	0.1894	0.0	0.0
S10006	0.4921	0.353	0.1549	0.0	0.0
S1001	0.3296	0.4001	0.2703	0.0	0.0
S10010	0.532753275328	0.194619461946	0.272627262726	0.0	0.0
S10011	0.378	0.4253	0.1967	0.0	0.0
S10014	0.4498	0.3705	0.1797	0.0	0.0
S10026	0.483351664834	0.280071992801	0.236576342366	0.0	0.0
S10032	0.343565643436	0.241875812419	0.414558544146	0.0	0.0
S10036	0.4795	0.3102	0.2103	0.0	0.0
S10042	0.4319	0.3413	0.2268	0.0	0.0
S10044	0.5275	0.3087	0.1638	0.0	0.0
S10049	0.4748	0.3775	0.1477	0.0	0.0
S10057	0.2815	0.5516	0.1669	0.0	0.0
S10062	0.423	0.2934	0.2836	0.0	0.0
S10066	0.5448	0.2173	0.2379	0.0	0.0
S10067	0.3577	0.4849	0.1574	0.0	0.0
S1007	0.4021	0.3825	0.2154	0.0	0.0
S10073	0.379862013799	0.500049995	0.120087991201	0.0	0.0
S10077	0.416558344166	0.372062793721	0.211378862114	0.0	0.0
S10080	0.416841684168	0.340634063406	0.242524252425	0.0	0.0
S10082	0.4034	0.3924	0.2042	0.0	0.0
S10087	0.37603760376	0.37303730373	0.250925092509	0.0	0.0
S10089	0.4943	0.3223	0.1834	0.0	0.0
S1009	0.2696	0.5856	0.1448	0.0	0.0
S10090	0.500549945005	0.363463653635	0.13598640136	0.0	0.0
S10093	0.435643564356	0.355735573557	0.208620862086	0.0	0.0
S10094	0.4662	0.261	0.2728	0.0	0.0
S1010	0.348	0.4161	0.2359	0.0	0.0
S10111	0.3441	0.4713	0.1846	0.0	0.0
S10116	0.127474505099	0.741051789642	0.131473705259	0.0	0.0
S10119	0.3695	0.4418	0.1887	0.0	0.0
S10121	0.4348	0.3788	0.1864	0.0	0.0
S10130	0.5011	0.2558	0.2431	0.0	0.0
S10140	0.542245775422	0.187281271873	0.270472952705	0.0	0.0
S10142	0.2725	0.5366	0.1909	0.0	0.0
S10150	0.568643135686	0.216078392161	0.215278472153	0.0	0.0
S10155	0.4352	0.4019	0.1629	0.0	0.0
S1016	0.445355464454	0.349065093491	0.205579442056	0.0	0.0
S10163	0.368836883688	0.457945794579	0.173217321732	0.0	0.0
S10167	0.414241424142	0.460946094609	0.124812481248	0.0	0.0
S10168	0.313568643136	0.551744825517	0.134686531347	0.0	0.0
S10173	0.3106	0.5647	0.1247	0.0	0.0
S10175	0.457	0.3215	0.2215	0.0	0.0
S10179	0.249424942494	0.547154715472	0.203420342034	0.0	0.0
S10186	0.182118211821	0.607560756076	0.210321032103	0.0	0.0
S1019	0.3737	0.4266	0.1997	0.0	0.0
S10190	0.3599640036	0.409059094091	0.23097690231	0.0	0.0
S10195	0.5338	0.2664	0.1998	0.0	0.0
S10196	0.4746	0.3422	0.1832	0.0	0.0
S10200	0.4572	0.2983	0.2445	0.0	0.0
S10201	0.694530546945	0.107389261074	0.198080191981	0.0	0.0
S10202	0.3265	0.4572	0.2163	0.0	0.0
S10205	0.485851414859	0.360763923608	0.153384661534	0.0	0.0
S10211	0.408759124088	0.39296070393	0.198280171983	0.0	0.0
S10221	0.452345234523	0.34503450345	0.202620262026	0.0	0.0
S10222	0.562412482496	0.250850170034	0.186737347469	0.0	0.0
S10226	0.5269	0.2614	0.2117	0.0	0.0
S10227	0.5239	0.2616	0.2145	0.0	0.0
S10228	0.437643764376	0.364536453645	0.197819781978	0.0	0.0
S10232	0.201379862014	0.639536046395	0.159084091591	0.0	0.0
S10248	0.551	0.3616	0.0874	0.0	0.0
S10249	0.4576	0.1823	0.3601	0.0	0.0
S1025	0.3512	0.446	0.2028	0.0	0.0
S10266	0.510148985101	0.289171082892	0.200679932007	0.0	0.0
S10269	0.5301	0.2924	0.1775	0.0	0.0
S10272	0.5858	0.2429	0.1713	0.0	0.0
S10273	0.514851485149	0.318731873187	0.166416641664	0.0	0.0
S10274	0.4875	0.3015	0.211	0.0	0.0
S1028	0.459	0.2882	0.2528	0.0	0.0
S10280	0.394	0.3979	0.2081	0.0	0.0
S10283	0.2405	0.5268	0.2327	0.0	0.0
S1029	0.3785	0.4198	0.2017	0.0	0.0
S10292	0.354364563544	0.507649235076	0.13798620138	0.0	0.0
S10294	0.325132513251	0.47104710471	0.203820382038	0.0	0.0
S10302	0.3686	0.4369	0.1945	0.0	0.0
S10303	0.331	0.4393	0.2297	0.0	0.0
S10323	0.434256574343	0.3499650035	0.215778422158	0.0	0.0
S10326	0.491149114911	0.275427542754	0.233423342334	0.0	0.0
S10328	0.3254	0.5612	0.1134	0.0	0.0
S10329	0.3663	0.4346	0.1991	0.0	0.0
S10336	0.390839083908	0.398739873987	0.210421042104	0.0	0.0
S10340	0.479247924792	0.345334533453	0.175417541754	0.0	0.0
S10347	0.3417	0.4694	0.1889	0.0	0.0
S10353	0.4415	0.3413	0.2172	0.0	0.0
S10356	0.3215	0.4519	0.2266	0.0	0.0
S10358	0.474052594741	0.272572742726	0.253374662534	0.0	0.0
S10365	0.50595059506	0.252225222522	0.241824182418	0.0	0.0
S1037	0.20297970203	0.674932506749	0.122087791221	0.0	0.0
S10373	0.3693	0.4515	0.1792	0.0	0.0
S10374	0.4118	0.3918	0.1964	0.0	0.0
S10375	0.459345934593	0.346334633463	0.194319431943	0.0	0.0
S10377	0.3174	0.4781	0.2045	0.0	0.0
S10378	0.4312	0.406	0.1628	0.0	0.0
S10390	0.332866713329	0.504349565043	0.162783721628	0.0	0.0
S10391	0.3527	0.408	0.2393	0.0	0.0
S10393	0.4475	0.406	0.1465	0.0	0.0
S10400	0.400240024002	0.273427342734	0.326332633263	0.0	0.0
S10401	0.3442	0.4156	0.2402	0.0	0.0
S10406	0.6014	0.1817	0.2169	0.0	0.0
S10408	0.414658534147	0.397060293971	0.188281171883	0.0	0.0
S10409	0.364436443644	0.415841584158	0.219721972197	0.0	0.0
S10418	0.489351064894	0.232076792321	0.278572142786	0.0	0.0
S10431	0.426	0.3599	0.2141	0.0	0.0
S10438	0.41104110411	0.371537153715	0.217421742174	0.0	0.0
S10439	0.4121	0.2473	0.3406	0.0	0.0
S10441	0.4603	0.1905	0.3492	0.0	0.0
S10442	0.400659934007	0.340665933407	0.258674132587	0.0	0.0
S1046	0.605260526053	0.179817981798	0.214921492149	0.0	0.0
S10478	0.631563156316	0.0646064606461	0.303830383038	0.0	0.0
S10480	0.2491	0.6209	0.13	0.0	0.0
S10484	0.4438	0.2886	0.2676	0.0	0.0
S10492	0.3344	0.4869	0.1787	0.0	0.0
S10496	0.40704070407	0.431943194319	0.16101610161	0.0	0.0
S10510	0.380338033803	0.379637963796	0.2400240024	0.0	0.0
S10513	0.392539253925	0.310531053105	0.296929692969	0.0	0.0
S10516	0.3751	0.3237	0.3012	0.0	0.0
S10534	0.413058694131	0.320767923208	0.266173382662	0.0	0.0
S10535	0.328067193281	0.472452754725	0.199480051995	0.0	0.0
S10537	0.389461053895	0.289671032897	0.320867913209	0.0	0.0
S1054	0.313568643136	0.501449855014	0.18498150185	0.0	0.0
S10543	0.4352	0.4402	0.1246	0.0	0.0
S10546	0.418858114189	0.358164183582	0.22297770223	0.0	0.0
S1055	0.537553755376	0.199219921992	0.263226322632	0.0	0.0
S10551	0.3615	0.4049	0.2336	0.0	0.0
S10552	0.5154	0.2534	0.2312	0.0	0.0
S10555	0.302469753025	0.568143185681	0.129387061294	0.0	0.0
