B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.167122190018	0.18924946737	0.164068493533	0.171676164587	0.151631955637	0.156251728855
average.B	0.167048218162	0.188574331342	0.164909584239	0.171502125833	0.15173859594	0.156227144485
average.C	0.180968710242	0.131601729068	0.190373739423	0.0981399249989	0.204271505883	0.194644390384
average.D	0.182170981641	0.132201206093	0.190103469889	0.09753653858	0.203628232331	0.194359571466
average.E	0.169011837484	0.147467861287	0.191165546244	0.12292429511	0.181934115558	0.187496344316
average.F	0.159338519832	0.162517238695	0.203151187362	0.149727672307	0.155603580509	0.169661801294
average.G	0.150326571673	0.216696717401	0.136424394569	0.243494880479	0.124830679798	0.128226756081
average.H	0.156512719719	0.23748736169	0.138337273089	0.210039678065	0.128782298553	0.128840668884
average.I	0.156259923983	0.239030813767	0.137480339135	0.210976835911	0.127981446731	0.128270640473
average.J	0.193436133838	0.113839015165	0.194156367609	0.0756046107304	0.219573886531	0.203389986127
average.K	0.186751492852	0.112300233433	0.208367748253	0.0779304032375	0.207168372278	0.207481749948
average.L	0.17883093567	0.131222150307	0.191281046041	0.0980555638327	0.207403029485	0.193207274663
stdev.A	0.20232832767	0.1452738055	0.16133897769	0.0856211541404	0.158379862645	0.247057872354
stdev.B	0.328895522905	0.205047559791	0.126559684294	0.0742241943971	0.117150123038	0.148122915575
stdev.C	0.267666474814	0.064381935528	0.159447312531	0.0601133283524	0.22043563171	0.227955317065
stdev.D	0.290714609382	0.0598887340571	0.140345876036	0.0676833467264	0.210030125787	0.231337308011
stdev.E	0.287414150286	0.0844525609446	0.221405458148	0.0985484161539	0.107046243026	0.201133171442
stdev.F	0.355434832549	0.0901364990006	0.17263311715	0.0731910170611	0.110524996536	0.198079537703
stdev.G	0.143069284197	0.0914375922878	0.229579902305	0.222393308787	0.137393204388	0.176126708035
stdev.H	0.193658459753	0.128064054279	0.21944259153	0.121994956029	0.166591323478	0.170248614932
stdev.I	0.23256649229	0.153921469523	0.133275560199	0.159713642972	0.158140626573	0.162382208443
stdev.J	0.153925828514	0.0299470505255	0.180410695123	0.0686093864409	0.25117476722	0.315932272176
stdev.K	0.238918606187	0.0843226482002	0.152177577627	0.129199114532	0.195023499153	0.200358554301
stdev.L	0.285562180406	0.0947202311602	0.1608002519	0.116292270439	0.129379709417	0.213245356678
