B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.184037902012	0.109025790699	0.222714102593	0.105473034708	0.277061748088	0.1016874219
B	0.185288465688	0.109021863986	0.217888579886	0.105887963248	0.275313814209	0.106599312983
C	0.174414372989	0.0899423880316	0.224128736291	0.0906721778062	0.309750572149	0.111091752734
D	0.17362545661	0.089910690832	0.225897782219	0.0900904443707	0.309184685192	0.111290940776
E	0.170638193417	0.0961147508309	0.232156261714	0.0957288092815	0.28832713308	0.117034851676
F	0.172973517548	0.100543143136	0.252305152848	0.101210197164	0.270996595244	0.101971394061
G	0.185059076008	0.118020088817	0.212020667849	0.122498955741	0.267456467163	0.0949447444229
H	0.187792728063	0.130025308255	0.200740988518	0.117614086294	0.26611387171	0.0977130171592
I	0.189683523347	0.129484013104	0.200119867879	0.11743037813	0.26564343937	0.0976387781698
J	0.179944958747	0.0802312156409	0.221737871894	0.0838242053073	0.328328412709	0.105933335702
K	0.173750777243	0.0751652299613	0.237291478794	0.0810575106917	0.311089091561	0.121645911749
L	0.171133650552	0.0900764190221	0.224988148993	0.0891843891762	0.320030851177	0.10458654108
