B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.0	0.682712078139	0.0	0.0502259465423	0.267061975319
B	0.0	0.0	0.685899519193	0.0	0.0612287246937	0.252871756114
C	0.0	0.0	0.608352570681	0.0	0.110340675751	0.281306753568
D	0.0	0.0	0.610228910082	0.0	0.110780203898	0.27899088602
E	0.0	0.0	0.65004545729	0.0	0.0799883405104	0.269966202199
F	0.0	0.0	0.725501997695	0.0	0.0563830228361	0.218114979469
G	0.0	0.0	0.709650315304	0.0	0.0309874592366	0.259362225459
H	0.0	0.0	0.70765083479	0.0	0.0251914070113	0.267157758198
I	0.0	0.0	0.708335659992	0.0	0.0268856749629	0.264778665045
J	0.0	0.0	0.57461745909	0.0	0.158913963522	0.266468577388
K	0.0	0.0	0.6068911866	0.0	0.116729470607	0.276379342793
L	0.0	0.0	0.59880614073	0.0	0.143188515241	0.258005344028
