Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.3837	0.4055	0.2108	0.0	0.0
S10006	0.4335	0.3933	0.1732	0.0	0.0
S1001	0.325267473253	0.400559944006	0.274172582742	0.0	0.0
S10010	0.528447155284	0.229577042296	0.24197580242	0.0	0.0
S10011	0.368	0.3924	0.2396	0.0	0.0
S10014	0.404140414041	0.388838883888	0.20702070207	0.0	0.0
S10026	0.386638663866	0.380538053805	0.232823282328	0.0	0.0
S10032	0.299	0.3229	0.3781	0.0	0.0
S10036	0.470447044704	0.353235323532	0.176317631763	0.0	0.0
S10042	0.388461153885	0.382761723828	0.228777122288	0.0	0.0
S10044	0.4142	0.3945	0.1913	0.0	0.0
S10049	0.3388	0.4538	0.2074	0.0	0.0
S10057	0.2855	0.4942	0.2203	0.0	0.0
S10062	0.350264973503	0.356864313569	0.292870712929	0.0	0.0
S10066	0.4948	0.2633	0.2419	0.0	0.0
S10067	0.282	0.5304	0.1876	0.0	0.0
S1007	0.3769	0.4063	0.2168	0.0	0.0
S10073	0.314368563144	0.510748925107	0.174882511749	0.0	0.0
S10077	0.315	0.3677	0.3173	0.0	0.0
S10080	0.376662333767	0.34896510349	0.274372562744	0.0	0.0
S10082	0.3558	0.446	0.1982	0.0	0.0
S10087	0.268273172683	0.46795320468	0.263773622638	0.0	0.0
S10089	0.419058094191	0.381161883812	0.199780021998	0.0	0.0
S1009	0.23102310231	0.581758175818	0.187218721872	0.0	0.0
S10090	0.39	0.4177	0.1923	0.0	0.0
S10093	0.43795620438	0.338466153385	0.223577642236	0.0	0.0
S10094	0.3818	0.3276	0.2906	0.0	0.0
S1010	0.286328632863	0.437143714371	0.276527652765	0.0	0.0
S10111	0.2924	0.51	0.1976	0.0	0.0
S10116	0.184418441844	0.611261126113	0.204320432043	0.0	0.0
S10119	0.3262	0.4906	0.1832	0.0	0.0
S10121	0.369263073693	0.401059894011	0.229677032297	0.0	0.0
S10130	0.44504450445	0.308230823082	0.246724672467	0.0	0.0
S10140	0.454845484548	0.323932393239	0.221222122212	0.0	0.0
S10142	0.213621362136	0.539653965397	0.246724672467	0.0	0.0
S10150	0.559444055594	0.230276972303	0.210278972103	0.0	0.0
S10155	0.31296870313	0.471852814719	0.215178482152	0.0	0.0
S1016	0.400519896021	0.369326134773	0.230153969206	0.0	0.0
S10163	0.359664033597	0.408159184082	0.232176782322	0.0	0.0
S10167	0.378237823782	0.433643364336	0.188118811881	0.0	0.0
S10168	0.287	0.523	0.19	0.0	0.0
S10173	0.280471952805	0.56904309569	0.150484951505	0.0	0.0
S10175	0.3758	0.4097	0.2145	0.0	0.0
S10179	0.2146	0.5641	0.2213	0.0	0.0
S10186	0.1331	0.6078	0.2591	0.0	0.0
S1019	0.2793	0.4584	0.2623	0.0	0.0
S10190	0.297329732973	0.479447944794	0.223222322232	0.0	0.0
