B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0513245033113	0.0768684957427	0.355487228004	0.371570482498	0.144276253548	0.000473036896878
B	0.0622232579818	0.089256583547	0.345374038686	0.362852481939	0.139361454206	0.000932183640177
C	0.0347222222222	0.0208333333333	0.365421455939	0.33596743295	0.242576628352	0.000478927203065
D	0.0379776881082	0.0306195110373	0.374080227866	0.324709233325	0.232138618562	0.000474721101353
E	0.0448504983389	0.0493592785952	0.387992406265	0.344328429046	0.136449928809	0.0370194589464
F	0.0517919075145	0.0517919075145	0.429132947977	0.358843930636	0.108208092486	0.000231213872832
G	0.0645085620455	0.0584095707248	0.289702087732	0.467745718977	0.119634060521	0.0
H	0.0563135698338	0.11610022327	0.312081369387	0.399156536839	0.11634830067	0.0
I	0.057171020207	0.117299162149	0.313454903894	0.387875800887	0.124199112863	0.0
J	0.045788009107	0.00126486213003	0.344042499368	0.295218821148	0.313685808247	0.0
K	0.0523751522533	0.0	0.435079171742	0.280876979294	0.21071863581	0.0209500609013
L	0.0231984205331	0.00567620927937	0.312438302073	0.354639684107	0.304047384008	0.0
