B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0328613910422	0.489413932663	0.145032376477	0.0160326100177	0.3166596898	0.0
B	0.0424425389374	0.468663033623	0.15000103695	0.0127998098285	0.326093580661	0.0
C	0.0	0.126714242633	0.0672416944686	0.0	0.673615608886	0.132428454012
D	0.0013938849906	0.134001662171	0.0639654578198	0.0	0.657170622028	0.143468372991
E	0.0	0.214897022267	0.154329085121	0.0	0.475054951409	0.155718941203
F	0.00708451941211	0.334993483897	0.366801030829	0.0178276770038	0.273293288858	0.0
G	0.0101803301559	0.623303160733	0.0985233628026	0.135658664565	0.132334481744	0.0
H	0.0	0.839795356835	0.0743945540791	0.0	0.0858100890861	0.0
I	0.0	0.836777095892	0.0714861682896	0.0	0.0917367358179	0.0
J	0.0114057700298	0.0580879807567	0.0697586940979	0.0	0.712108250249	0.148639304866
K	0.0	0.0483531665418	0.150295491651	0.0	0.528125039617	0.27322630219
L	0.0	0.141395776644	0.0820329368164	0.0	0.634102342343	0.142468944196
