B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.15532635087	0.0	0.0	0.0	0.584900584431	0.259773064699
B	0.132981324783	0.0	0.0	0.0	0.606759405155	0.260259270062
C	0.00964780562787	0.0	0.0	0.0	0.846859041875	0.143493152497
D	0.00388277693123	0.0	0.0	0.0	0.844874982153	0.151242240916
E	0.0798858297087	0.0	0.0	0.0	0.298583935941	0.621530234351
F	0.175896817918	0.0	0.0	0.0	0.513054307622	0.31104887446
G	0.152954549733	0.0	0.0	0.0	0.847045450267	0.0
H	0.23800857515	0.0	0.0	0.0	0.678968251205	0.083023173645
I	0.227596641101	0.0	0.0	0.0	0.682422829105	0.0899805297942
J	0.0176056655814	0.0	0.0	0.0	0.97057287191	0.0118214625081
K	0.0468982764621	0.0	0.0	0.0	0.284830345726	0.668271377812
L	0.00962824997352	0.0	0.0	0.0	0.980275895602	0.010095854425
