Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.446268544738	0.553731455262	0.0	0.0	0.0
S10006	0.440986488615	0.559013511385	0.0	0.0	0.0
S1001	0.417316170268	0.582683829732	0.0	0.0	0.0
S10010	0.456929649218	0.543070350782	0.0	0.0	0.0
S10011	0.424454502985	0.575545497015	0.0	0.0	0.0
S10014	0.424867302509	0.575132697491	0.0	0.0	0.0
S10026	0.432266122271	0.567733877729	0.0	0.0	0.0
S10032	0.416426031696	0.577323841401	0.00625012690289	0.0	0.0
S10036	0.462537291786	0.537462708214	0.0	0.0	0.0
S10042	0.425331869915	0.574668130085	0.0	0.0	0.0
S10044	0.429613286086	0.570386713914	0.0	0.0	0.0
S10049	0.424589263242	0.575410736758	0.0	0.0	0.0
S10057	0.407777346083	0.592222653917	0.0	0.0	0.0
S10062	0.427197104553	0.572802895447	0.0	0.0	0.0
S10066	0.472187391469	0.527812608531	0.0	0.0	0.0
S10067	0.404664930223	0.595335069777	0.0	0.0	0.0
S1007	0.432125051176	0.567874948824	0.0	0.0	0.0
S10073	0.404194666647	0.595805333353	0.0	0.0	0.0
S10077	0.425314300632	0.574685699368	0.0	0.0	0.0
S10080	0.423114907903	0.576885092097	0.0	0.0	0.0
S10082	0.419089312691	0.580910687309	0.0	0.0	0.0
S10087	0.413336245063	0.586663754937	0.0	0.0	0.0
S10089	0.443365059264	0.556634940736	0.0	0.0	0.0
S1009	0.385047220369	0.614952779631	0.0	0.0	0.0
S10090	0.450545838032	0.549454161968	0.0	0.0	0.0
S10093	0.442184996662	0.557815003338	0.0	0.0	0.0
S10094	0.429321168758	0.570678831242	0.0	0.0	0.0
S1010	0.422414159182	0.577585840818	0.0	0.0	0.0
S10111	0.406327528523	0.593672471477	0.0	0.0	0.0
S10116	0.368439161585	0.631560838415	0.0	0.0	0.0
S10119	0.410619548473	0.589380451527	0.0	0.0	0.0
S10121	0.4236062114	0.5763937886	0.0	0.0	0.0
S10130	0.449610905103	0.550389094897	0.0	0.0	0.0
S10140	0.45389588758	0.54610411242	0.0	0.0	0.0
S10142	0.391484790529	0.608515209471	0.0	0.0	0.0
S10150	0.47505669139	0.52494330861	0.0	0.0	0.0
S10155	0.414094181656	0.585905818344	0.0	0.0	0.0
S1016	0.439749977861	0.560250022139	0.0	0.0	0.0
S10163	0.430086683519	0.569913316481	0.0	0.0	0.0
S10167	0.411113626902	0.588886373098	0.0	0.0	0.0
S10168	0.392191340079	0.607808659921	0.0	0.0	0.0
S10173	0.388400913745	0.611599086255	0.0	0.0	0.0
S10175	0.428257318758	0.571742681242	0.0	0.0	0.0
S10179	0.390348231789	0.609651768211	0.0	0.0	0.0
S10186	0.368899208489	0.629101065312	0.00199972619921	0.0	0.0
S1019	0.411054199004	0.588945800996	0.0	0.0	0.0
S10190	0.410464382921	0.589535617079	0.0	0.0	0.0
S10195	0.459183342641	0.540816657359	0.0	0.0	0.0
S10196	0.423815227138	0.576184772862	0.0	0.0	0.0
S10200	0.432258990619	0.567741009381	0.0	0.0	0.0
S10201	0.497797866171	0.502202133829	0.0	0.0	0.0
S10202	0.416309255908	0.583690744092	0.0	0.0	0.0
S10205	0.421345540725	0.578654459275	0.0	0.0	0.0
S10211	0.43709027638	0.56290972362	0.0	0.0	0.0
S10221	0.42062949251	0.57937050749	0.0	0.0	0.0
S10222	0.46149339682	0.53850660318	0.0	0.0	0.0
S10226	0.4365230682	0.5634769318	0.0	0.0	0.0
S10227	0.441731615509	0.558268384491	0.0	0.0	0.0
S10228	0.430434013455	0.569565986545	0.0	0.0	0.0
S10232	0.375350752072	0.624649247928	0.0	0.0	0.0
S10248	0.431502543457	0.568497456543	0.0	0.0	0.0
S10249	0.44929194684	0.542968759256	0.00773929390447	0.0	0.0
S1025	0.401373701078	0.598626298922	0.0	0.0	0.0
S10266	0.450938034998	0.549061965002	0.0	0.0	0.0
S10269	0.443279377683	0.556720622317	0.0	0.0	0.0
