B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.098461078739	0.0324219333632	0.237561631555	0.272822351711	0.346033168983	0.0126998356492
B	0.101369455195	0.030961595713	0.233551652277	0.276123846383	0.344298898482	0.01369455195
C	0.086125111177	0.0166024310703	0.229765787133	0.225763415357	0.429736139935	0.0120071153276
D	0.0880307737831	0.0171623021157	0.231543127682	0.224293534547	0.424471075603	0.0144991862702
E	0.086950059453	0.0214030915577	0.250743162901	0.243162901308	0.370095124851	0.0276456599287
F	0.0972222222222	0.0274790919952	0.297640382318	0.262544802867	0.306003584229	0.00910991636798
G	0.100346542112	0.0272713575411	0.207021244538	0.33870724725	0.323941539852	0.00271206870574
H	0.102109964577	0.051286000308	0.211612505775	0.291390728477	0.343600800862	0.0
I	0.0996913580247	0.0515432098765	0.209104938272	0.293672839506	0.345987654321	0.0
J	0.0965005302227	0.00348432055749	0.211786093016	0.194818966823	0.49341008938	0.0
K	0.0929606934688	0.000747272455537	0.263936631296	0.19429083844	0.411448214019	0.0366163503213
L	0.0820270887232	0.0103485009892	0.193425658195	0.232384720743	0.48181403135	0.0
