Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.361436143614	0.545554555456	0.0930093009301	0.0	0.0
S10006	0.361263873613	0.585341465853	0.0533946605339	0.0	0.0
S1001	0.277	0.5827	0.1403	0.0	0.0
S10010	0.4363	0.4071	0.1566	0.0	0.0
S10011	0.3113	0.5533	0.1354	0.0	0.0
S10014	0.3939	0.5549	0.0512	0.0	0.0
S10026	0.3385	0.5895	0.072	0.0	0.0
S10032	0.266626662666	0.470747074707	0.262626262626	0.0	0.0
S10036	0.345434543454	0.591159115912	0.0634063406341	0.0	0.0
S10042	0.3174	0.574	0.1086	0.0	0.0
S10044	0.3291	0.5858	0.0851	0.0	0.0
S10049	0.2663	0.6281	0.1056	0.0	0.0
S10057	0.296829682968	0.610261026103	0.0929092909291	0.0	0.0
S10062	0.254325432543	0.560856085609	0.184818481848	0.0	0.0
S10066	0.4265	0.4139	0.1596	0.0	0.0
S10067	0.213878612139	0.715528447155	0.0705929407059	0.0	0.0
S1007	0.323	0.5732	0.1038	0.0	0.0
S10073	0.258	0.6502	0.0918	0.0	0.0
S10077	0.300769923008	0.535446455354	0.163783621638	0.0	0.0
S10080	0.3168	0.5029	0.1803	0.0	0.0
S10082	0.2637	0.6479	0.0884	0.0	0.0
S10087	0.2422	0.6274	0.1304	0.0	0.0
S10089	0.3572	0.572	0.0708	0.0	0.0
S1009	0.1938	0.7048	0.1014	0.0	0.0
S10090	0.3481	0.563	0.0889	0.0	0.0
S10093	0.415558444156	0.487451254875	0.0969903009699	0.0	0.0
S10094	0.330466953305	0.505249475052	0.164283571643	0.0	0.0
S1010	0.241675832417	0.594540545945	0.163783621638	0.0	0.0
S10111	0.247324732473	0.651865186519	0.100810081008	0.0	0.0
S10116	0.161783821618	0.702329767023	0.135886411359	0.0	0.0
S10119	0.2807	0.6546	0.0647	0.0	0.0
S10121	0.2987	0.6108	0.0905	0.0	0.0
S10130	0.394160583942	0.512748725127	0.0930906909309	0.0	0.0
S10140	0.381161883812	0.472252774723	0.146585341466	0.0	0.0
S10142	0.216378362164	0.674532546745	0.109089091091	0.0	0.0
S10150	0.5705	0.3136	0.1159	0.0	0.0
S10155	0.2885	0.6047	0.1068	0.0	0.0
