B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.0	0.0	0.0	0.0	1.0	0.0
average.B	0.0	0.150617191678	0.150617191678	0.150617191678	0.397531233288	0.150617191678
average.C	0.0	0.0602310309437	0.0602310309437	0.0602310309437	0.759075876225	0.0602310309437
average.D	0.0	0.0	0.0	0.0	1.0	0.0
average.E	0.0	0.0	0.0	0.0	0.876212023413	0.123787976587
average.F	0.166666666667	0.166666666667	0.166666666667	0.166666666667	0.166666666667	0.166666666667
average.G	0.189719059666	0.151526948796	0.134078297986	0.198733355372	0.204594270872	0.121348067309
average.H	0.0	0.749336300987	0.0	0.250663699013	0.0	0.0
average.I	0.0	0.145842010778	0.0	0.0	0.854157989222	0.0
average.J	0.0	0.2	0.2	0.2	0.2	0.2
average.K	0.0	0.0	0.14014713661	0.0	0.0266209536044	0.833231909785
average.L	0.0	0.0	0.0	0.0	0.629647980203	0.370352019797
stdev.A	0.0	0.0	0.0	0.0	1.0	0.0
stdev.B	0.543029383219	0.0	0.0	0.0	0.456970616781	0.0
stdev.C	0.769905418554	0.0	0.0	0.0	0.230094581446	0.0
stdev.D	0.0	0.0	0.0	0.0	1.0	0.0
stdev.E	0.0	0.0	0.0	0.0	0.650231785447	0.349768214553
stdev.F	0.166666666667	0.166666666667	0.166666666667	0.166666666667	0.166666666667	0.166666666667
stdev.G	0.273285119466	0.0714362225107	0.0900451119705	0.0302991366926	0.490216909617	0.0447174997431
stdev.H	0.0	0.309679001001	0.0	0.690320998999	0.0	0.0
stdev.I	0.0	0.165773840378	0.0	0.0	0.834226159622	0.0
stdev.J	1.0	0.0	0.0	0.0	0.0	0.0
stdev.K	0.0	0.0	0.187350545918	0.0	0.129174630319	0.683474823763
stdev.L	0.0	0.0	0.0	0.0	0.431877626797	0.568122373203
