B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.240357408786	0.239017125838	0.160089352197	0.102010424423	0.258525688757	0.0
B	0.240285841894	0.247134137264	0.152449009975	0.104808694358	0.251451540866	0.00387077564389
C	0.119802268101	0.0306775225356	0.0744402442571	0.124309392265	0.631142774062	0.0196277987787
D	0.113897904987	0.00457362053703	0.0855709648864	0.133962820891	0.650486869283	0.0115078194158
E	0.113519847664	0.0423319173868	0.184561300718	0.13534495386	0.347004540794	0.177237439578
F	0.122771972956	0.121389059619	0.543331284573	0.108942839582	0.10356484327	0.0
G	0.223626122698	0.294260922515	0.0467346628102	0.291064088902	0.144314203075	0.0
H	0.167498792076	0.6099210823	0.0170719922693	0.10323723627	0.102270897085	0.0
I	0.184891287097	0.597682907475	0.00380891921917	0.11395016664	0.0996667195683	0.0
J	0.134410195614	0.0	0.0323058684055	0.116478956728	0.716804979253	0.0
K	0.131898120073	0.0	0.112947240752	0.0949060036386	0.381746513038	0.278502122498
L	0.105610055181	0.0	0.0274371551196	0.139331698345	0.727621091355	0.0
