B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.131036845844	0.229347942301	0.224589037575	0.112946915518	0.110757957709	0.191321301052
B	0.133720652683	0.224195581486	0.211552693273	0.112201053298	0.13503891273	0.18329110653
C	0.0766329549484	0.144702734637	0.227304462529	0.0329899687275	0.283493880339	0.234875998819
D	0.0771166354452	0.140993571898	0.233314336881	0.0257095670539	0.290099404548	0.232766484173
E	0.0619423695237	0.170599004476	0.238692231708	0.0742155078982	0.103503350302	0.351047536093
F	0.0739160944673	0.167399688251	0.415378093558	0.0955775077079	0.095400886322	0.152327729694
G	0.136424408684	0.219687057059	0.187144863824	0.255314389808	0.129779801708	0.0716494789185
H	0.143540173187	0.394746221142	0.114149240633	0.131504868781	0.128577156245	0.0874823400121
I	0.135759959635	0.392090582645	0.109909910038	0.123613202251	0.153043115089	0.0855832303413
J	0.113528519352	0.0	0.254635720084	0.0	0.508017253476	0.123818507089
K	0.0957635048725	0.0	0.246280501161	0.0	0.200450895494	0.457505098472
L	0.0244149746518	0.114276935147	0.277583985839	0.0	0.486756666326	0.0969674380352
