B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.280976786253	0.0	0.0	0.0	0.431866144106	0.287157069641
B	0.293620178042	0.0	0.0	0.0	0.380712166172	0.325667655786
C	0.0647083865475	0.0	0.0	0.0	0.801085568327	0.134206045126
D	0.0531914893617	0.0	0.0	0.0	0.756286266925	0.190522243714
E	0.0488083019729	0.0	0.0	0.0	0.341430037633	0.609761660395
F	0.0949720670391	0.0	0.0	0.0	0.110778035155	0.794249897806
G	0.455042816365	0.0	0.0	0.0	0.544957183635	0.0
H	0.494631617919	0.0	0.0	0.0	0.505368382081	0.0
I	0.514087083791	0.0	0.0	0.0	0.485912916209	0.0
J	0.0551797040169	0.0	0.0	0.0	0.913953488372	0.030866807611
K	0.0561418779241	0.0	0.0	0.0	0.383527363725	0.560330758351
L	0.0150307447051	0.0	0.0	0.0	0.93338647233	0.0515827829652
