B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.338520817188	0.0	0.0	0.0	0.339068843949	0.322410338862
average.B	0.338343744047	0.0	0.0	0.0	0.340586357013	0.32106989894
average.C	0.266432395614	0.0	0.0	0.0	0.393328188387	0.340239415999
average.D	0.270791433022	0.0	0.0	0.0	0.387981593149	0.341226973828
average.E	0.269232937911	0.0	0.0	0.0	0.373080500374	0.357686561715
average.F	0.282959806776	0.0	0.0	0.0	0.348527348469	0.368512844755
average.G	0.375008220347	0.0	0.0	0.0	0.329730535933	0.29526124372
average.H	0.387214701803	0.0	0.0	0.0	0.31427837527	0.298506922927
average.I	0.387583929342	0.0	0.0	0.0	0.316805340834	0.295610729825
average.J	0.260151490504	0.0	0.0	0.0	0.399185576294	0.340662933202
average.K	0.258111044598	0.0	0.0	0.0	0.37539927294	0.366489682461
average.L	0.262071542503	0.0	0.0	0.0	0.392381258936	0.345547198561
stdev.A	0.470506598887	0.0	0.0	0.0	0.239768415621	0.289724985492
stdev.B	0.362562815278	0.0	0.0	0.0	0.379786906756	0.257650277966
stdev.C	0.328312608981	0.0	0.0	0.0	0.32982989141	0.341857499609
stdev.D	0.347325362692	0.0	0.0	0.0	0.280445102107	0.372229535201
stdev.E	0.352590564332	0.0	0.0	0.0	0.304668382301	0.342741053366
stdev.F	0.53249866516	0.0	0.0	0.0	0.183649593334	0.283851741507
stdev.G	0.273556359515	0.0	0.0	0.0	0.368922096036	0.35752154445
stdev.H	0.315781301832	0.0	0.0	0.0	0.32386623868	0.360352459488
stdev.I	0.443142798148	0.0	0.0	0.0	0.320744153783	0.236113048069
stdev.J	0.420257429846	0.0	0.0	0.0	0.177982370045	0.401760200109
stdev.K	0.367904446601	0.0	0.0	0.0	0.300464322081	0.331631231317
stdev.L	0.324974907876	0.0	0.0	0.0	0.377941272996	0.297083819128
