B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	4.37684390467e-07	0.0	0.0	0.0	0.999999562316	1.32955932688e-205
B	4.69098499935e-07	0.0	0.0	0.0	0.999999530902	1.46877639188e-205
C	1.11642892119e-07	0.0	0.0	0.0	0.999999888357	9.86367564612e-206
D	1.3295069993e-07	0.0	0.0	0.0	0.999999867049	1.03858209586e-205
E	1.92237699214e-07	0.0	0.0	0.0	0.999999807762	2.19255825473e-205
F	1.37741327095e-06	0.0	0.0	0.0	0.999998622587	3.59488793611e-205
G	8.35645100851e-07	0.0	0.0	0.0	0.999999164355	1.17089706014e-205
H	8.79016530244e-07	0.0	0.0	0.0	0.999999120983	1.30732168809e-205
I	8.57948069841e-07	0.0	0.0	0.0	0.999999142052	1.32526501009e-205
J	1.29588933592e-07	0.0	0.0	0.0	0.999999870411	4.38910820854e-206
K	1.99984928179e-07	0.0	0.0	0.0	0.999999800015	2.26549886769e-205
L	5.255469243e-08	0.0	0.0	0.0	0.999999947445	5.81673725209e-206
