B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.434429996632	0.099449246422	0.258042507363	0.106154822098	0.0262216645324	0.075701762952
average.B	0.528327145003	0.106097661313	0.118595986552	0.124724629795	0.0421909797342	0.0800635976027
average.C	0.0486581049383	0.0	0.204708126514	0.0	0.532667174896	0.213966593651
average.D	0.048061768216	0.0	0.277835165047	0.0	0.481859292251	0.192243774485
average.E	0.0	0.0	0.501351508642	0.0	0.288200571518	0.21044791984
average.F	0.0	0.0	0.898382236789	0.0	0.0154406401494	0.0861771230617
average.G	0.190446317785	0.229342272456	0.0	0.580211409759	0.0	0.0
average.H	0.154091708608	0.442774852567	0.0	0.403133438826	0.0	0.0
average.I	0.138934499131	0.463299056086	0.0	0.397766444783	0.0	0.0
average.J	0.230498965266	0.027501988948	0.136939059974	0.0	0.438750345072	0.166309640741
average.K	0.0937573450343	0.00191684453909	0.372270534285	0.0	0.321801749933	0.210253526208
average.L	0.0	0.0	0.107942721278	0.0	0.676813892378	0.215243386344
stdev.A	0.241299599107	0.0237722658668	0.143674398727	0.490297627564	0.0330753644588	0.0678807442765
stdev.B	0.341738049894	0.0468995215384	0.10946664095	0.319862242535	0.0854067353071	0.0966268097761
stdev.C	0.220939501355	0.0	0.259408140406	0.0	0.357395836346	0.162256521893
stdev.D	0.649977267513	0.0	0.12177087594	0.0	0.173804361266	0.0544474952809
stdev.E	0.0	0.0	0.210199786584	0.0	0.526660950348	0.263139263069
stdev.F	0.0	0.0	0.535747544043	0.0	0.292646005503	0.171606450454
stdev.G	0.327757171517	0.0342063281844	0.0	0.638036500299	0.0	0.0
stdev.H	0.31288842084	0.0808693756478	0.0	0.606242203513	0.0	0.0
stdev.I	0.50557054281	0.0949554414856	0.0	0.399474015704	0.0	0.0
stdev.J	0.210568742117	0.0234822410006	0.281924713777	0.147836708545	0.26034125532	0.0758463392409
stdev.K	0.191579457473	0.0406112160029	0.266690646149	0.136977426724	0.263738583005	0.100402670647
stdev.L	0.0	0.0	0.521553626215	0.0	0.42032391714	0.0581224566452
