B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.252870075389	0.267892928951	0.224787285892	0.0	0.254449709767
B	0.0	0.252276648406	0.268341639759	0.226342009539	0.0	0.253039702297
C	0.0	0.232111588793	0.272344704111	0.21849872392	0.0	0.277044983176
D	0.0	0.23387921926	0.275703101406	0.217330987197	0.0	0.273086692138
E	0.0	0.222005491828	0.267438407526	0.205473377133	0.0	0.305082723514
F	0.0	0.246855203197	0.331050978669	0.22282369115	0.0	0.199270126984
G	0.0	0.26938639583	0.238543585189	0.276192233247	0.0	0.215877785734
H	0.0	0.309727299294	0.222077529236	0.243174791975	0.0	0.225020379494
I	0.0	0.307939022123	0.221567309771	0.241733237638	0.0	0.228760430468
J	0.0	0.232896816273	0.274735805071	0.258128123263	0.0	0.234239255394
K	0.0	0.19379228495	0.264479729208	0.197025780037	0.0	0.344702205805
L	0.0	0.250003931453	0.265238313211	0.249990334239	0.0	0.234767421097
