B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.157894736842	0.380462724936	0.0	0.0688675416047	0.0	0.392774996618
B	0.151930894309	0.369537601626	0.0	0.0602134146341	0.0	0.418318089431
C	0.0565737051793	0.0852589641434	0.0	0.0332669322709	0.387051792829	0.437848605578
D	0.0700649478449	0.0791182838024	0.0	0.0541232040937	0.34481401299	0.451879551269
E	0.0371606909566	0.166206996661	0.0	0.0483379300334	0.0	0.748294382349
F	0.0731517509728	0.215564202335	0.456809338521	0.0678339818418	0.0	0.186640726329
G	0.155801396023	0.435137626761	0.0	0.228104833399	0.0	0.180956143817
H	0.128610283642	0.728921124207	0.0	0.0287527522342	0.0	0.113715839917
I	0.131531063166	0.737327787887	0.0	0.0348323368859	0.0	0.0963088120613
J	0.0608440953269	0.0	0.0	0.0	0.657968313141	0.281187591532
K	0.0450336700337	0.0	0.0	0.0	0.104377104377	0.850589225589
L	0.0	0.0648130753335	0.0	0.0172834867556	0.584632725906	0.333270712005
