B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.254558159983	0.0	0.0	0.0	0.491723761175	0.253718078842
B	0.265503775245	0.0	0.0	0.0	0.488677506371	0.245818718384
C	0.113522789363	0.0	0.0	0.0	0.692778040071	0.193699170566
D	0.127989433045	0.0	0.0	0.0	0.675270908225	0.196739658731
E	0.133426428083	0.0	0.0	0.0	0.515639982666	0.350933589251
F	0.252080482342	0.0	0.0	0.0	0.413634440637	0.334285077022
G	0.345548299253	0.0	0.0	0.0	0.466505416082	0.187946284664
H	0.309087841514	0.0	0.0	0.0	0.555065429958	0.135846728528
I	0.306206199063	0.0	0.0	0.0	0.562729694028	0.131064106908
J	0.140443093037	0.0	0.0	0.0	0.838859784602	0.0206971223611
K	0.144958686577	0.0	0.0	0.0	0.474473718929	0.380567594494
L	0.063565008939	0.0	0.0	0.0	0.89840153546	0.0380334556006
