B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.166351983418	0.0	0.0	0.0	0.126391508322	0.70725650826
B	0.178165280588	0.0	0.0	0.0	0.0965071318161	0.725327587596
C	0.0322123504487	0.0	0.0	0.0	0.569769902334	0.398017747218
D	0.0308879700615	0.0	0.0	0.0	0.567930082146	0.401181947792
E	0.0301224193667	0.0	0.0	0.0	0.12688745117	0.842990129463
F	0.0543673079424	0.0	0.0	0.0	0.0493721151871	0.89626057687
G	0.323546242721	0.0	0.0	0.0	0.246511121473	0.429942635807
H	0.371503882746	0.0	0.0	0.0	0.368231591204	0.260264526049
I	0.40238654018	0.0	0.0	0.0	0.321658048738	0.275955411082
J	0.0313903498046	0.0	0.0	0.0	0.73560600872	0.233003641476
K	0.0132507778994	0.0	0.0	0.0	0.117495144515	0.869254077585
L	0.0	0.0	0.0	0.0	0.659104899237	0.340895100763
