Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	2.90635452328e-110	1.0	3.80585277691e-88	0.0	0.0
S10006	2.82066807608e-110	1.0	4.01666020877e-88	0.0	0.0
S1001	2.67288425139e-110	1.0	4.26828473591e-88	0.0	0.0
S10010	3.59928196938e-110	1.0	4.08018081638e-88	0.0	0.0
S10011	2.60733411514e-110	1.0	3.81740720473e-88	0.0	0.0
S10014	2.83309208338e-110	1.0	3.92583558717e-88	0.0	0.0
S10026	2.83095304578e-110	1.0	3.85352768137e-88	0.0	0.0
S10032	2.61106045269e-110	1.0	4.14064759217e-88	0.0	0.0
S10036	2.74212615387e-110	1.0	3.98990138152e-88	0.0	0.0
S10042	2.83867205366e-110	1.0	4.22061457161e-88	0.0	0.0
S10044	2.97994572843e-110	1.0	3.75432380985e-88	0.0	0.0
S10049	2.73812047519e-110	1.0	3.76279081485e-88	0.0	0.0
S10057	2.16856363944e-110	1.0	3.38449305023e-88	0.0	0.0
S10062	2.81909596992e-110	1.0	4.16358541579e-88	0.0	0.0
S10066	3.84801447511e-110	1.0	4.46557644959e-88	0.0	0.0
S10067	2.47809070889e-110	1.0	3.63795178122e-88	0.0	0.0
S1007	2.6123540463e-110	1.0	3.86717420314e-88	0.0	0.0
S10073	2.7608988185e-110	1.0	3.68540478983e-88	0.0	0.0
S10077	2.53120282487e-110	1.0	3.96479540642e-88	0.0	0.0
S10080	2.67974744027e-110	1.0	4.01268086578e-88	0.0	0.0
S10082	2.49090721844e-110	1.0	3.39498787291e-88	0.0	0.0
S10087	2.46087662496e-110	1.0	3.83554012628e-88	0.0	0.0
S10089	3.07782907528e-110	1.0	4.08435921261e-88	0.0	0.0
S1009	1.7675018713e-110	1.0	2.79750314756e-88	0.0	0.0
S10090	2.79572766686e-110	1.0	3.63303791262e-88	0.0	0.0
S10093	2.88656014293e-110	1.0	4.26483449002e-88	0.0	0.0
S10094	3.10292058843e-110	1.0	4.2309738073e-88	0.0	0.0
S1010	2.52013386633e-110	1.0	3.97331476463e-88	0.0	0.0
S10111	2.59953651802e-110	1.0	3.77083255287e-88	0.0	0.0
S10116	1.85210160463e-110	1.0	3.57674290361e-88	0.0	0.0
S10119	2.34632806993e-110	1.0	3.82640545833e-88	0.0	0.0
S10121	2.90428200689e-110	1.0	4.03640169103e-88	0.0	0.0
S10130	3.34184286619e-110	1.0	4.27612221718e-88	0.0	0.0
S10140	2.8912683691e-110	1.0	3.3264955131e-88	0.0	0.0
S10142	2.13001719329e-110	1.0	3.6629764383e-88	0.0	0.0
S10150	3.61497924309e-110	1.0	4.30032715954e-88	0.0	0.0
S10155	2.64883567004e-110	1.0	3.81893338416e-88	0.0	0.0
S1016	2.80088926195e-110	1.0	3.95978771102e-88	0.0	0.0
S10163	2.74951726126e-110	1.0	3.71001860346e-88	0.0	0.0
S10167	2.56316342756e-110	1.0	3.96424580716e-88	0.0	0.0
S10168	2.56364490995e-110	1.0	3.66616001146e-88	0.0	0.0
S10173	1.96655156669e-110	1.0	3.27558613829e-88	0.0	0.0
S10175	2.88668634064e-110	1.0	3.68033328699e-88	0.0	0.0
S10179	2.35762846306e-110	1.0	3.99626730903e-88	0.0	0.0
S10186	1.72773372923e-110	1.0	3.21865159785e-88	0.0	0.0
S1019	2.34533716198e-110	1.0	3.5272400285e-88	0.0	0.0
S10190	2.60422451985e-110	1.0	4.370160971e-88	0.0	0.0
S10195	3.14366444548e-110	1.0	3.88180170149e-88	0.0	0.0
S10196	3.04882258395e-110	1.0	4.21886937996e-88	0.0	0.0
S10200	3.03861377345e-110	1.0	4.07067983102e-88	0.0	0.0
S10201	3.94862716858e-110	1.0	3.92071403828e-88	0.0	0.0
S10202	2.86075145592e-110	1.0	4.10706113105e-88	0.0	0.0
S10205	2.87727786679e-110	1.0	3.5982109136e-88	0.0	0.0
S10211	2.38021722823e-110	1.0	3.69166870049e-88	0.0	0.0
S10221	2.71151004266e-110	1.0	4.03250527639e-88	0.0	0.0
S10222	3.03138611796e-110	1.0	3.58591946552e-88	0.0	0.0
S10226	3.0424110328e-110	1.0	3.86004166815e-88	0.0	0.0
S10227	3.22544528485e-110	1.0	4.06085379965e-88	0.0	0.0
S10228	2.78330484821e-110	1.0	3.71124459672e-88	0.0	0.0
S10232	1.75158836115e-110	1.0	3.33769722359e-88	0.0	0.0
S10248	2.75064553892e-110	1.0	3.77711948116e-88	0.0	0.0
S10249	3.12673135912e-110	1.0	4.65511374974e-88	0.0	0.0
S1025	2.31660845586e-110	1.0	3.64801860614e-88	0.0	0.0
S10266	3.10376020933e-110	1.0	3.92430295395e-88	0.0	0.0
S10269	2.59311065036e-110	1.0	3.46029032486e-88	0.0	0.0
S10272	3.16579869304e-110	1.0	3.96124267757e-88	0.0	0.0
S10273	2.85288930227e-110	1.0	3.74927874269e-88	0.0	0.0
S10274	3.03382737267e-110	1.0	4.18185514033e-88	0.0	0.0
S1028	3.05454596766e-110	1.0	4.25323259843e-88	0.0	0.0
S10280	2.64351508515e-110	1.0	4.0920764198e-88	0.0	0.0
S10283	2.19748767806e-110	1.0	3.85750961942e-88	0.0	0.0
S1029	2.39384333114e-110	1.0	3.52640071391e-88	0.0	0.0
S10292	2.35867104626e-110	1.0	3.29549021714e-88	0.0	0.0
S10294	2.24800962573e-110	1.0	3.2201020741e-88	0.0	0.0
S10302	2.82639425688e-110	1.0	3.84008901706e-88	0.0	0.0
