B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	1.014971468e-25	0.0	0.0	1.0	0.0
B	0.0	7.66012145552e-26	0.0	0.0	1.0	0.0
C	0.0	2.92485938388e-26	0.0	0.0	1.0	0.0
D	0.0	3.01125997412e-26	0.0	0.0	1.0	0.0
E	0.0	3.79044509371e-26	0.0	0.0	1.0	0.0
F	0.0	6.70095754661e-26	0.0	0.0	1.0	0.0
G	0.0	2.86480942907e-25	0.0	0.0	1.0	0.0
H	0.0	3.003072224e-25	0.0	0.0	1.0	0.0
I	0.0	6.21364221294e-25	0.0	0.0	1.0	0.0
J	0.0	4.0354392262e-26	0.0	0.0	1.0	0.0
K	0.0	4.00934695041e-26	0.0	0.0	1.0	0.0
L	0.0	3.27698090673e-26	0.0	0.0	1.0	0.0
