B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.212978520503	0.110440034513	0.0935470687071	0.35057445166	0.232459924617
B	0.0	0.213344609632	0.114662156147	0.0961007745037	0.350752247841	0.225140211876
C	0.0	0.0495953591635	0.0592279596075	0.017546372556	0.636897514861	0.236732793812
D	0.0	0.0499927912341	0.0518670703576	0.0174091695502	0.641940599769	0.238790369089
E	0.0	0.10573808422	0.103347215795	0.0378682708623	0.41250192812	0.340544501003
F	0.0	0.260981175128	0.352467199087	0.0696662863662	0.0	0.316885339418
G	0.0	0.342791794725	0.197198198842	0.283753841755	0.119505396326	0.0567507683511
H	0.0	0.702758026287	0.124865330748	0.172376642965	0.0	0.0
I	0.0	0.729562577308	0.102777465422	0.16765995727	0.0	0.0
J	0.0	0.0	0.0459300228448	0.0	0.806019798806	0.14805017835
K	0.0	0.0	0.1008792033	0.0	0.491478811617	0.407641985083
L	0.0	0.00402791625125	0.0470987038883	0.0122033898305	0.796490528415	0.140179461615
