B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.0	0.207569721116	0.739043824701	0.0533864541833	0.0
B	0.0	0.0	0.210337972167	0.738767395626	0.0508946322068	0.0
C	0.0	0.0	0.219482120838	0.714755445952	0.06576243321	0.0
D	0.0	0.0	0.207110376189	0.71186440678	0.0810252170318	0.0
E	0.0	0.0	0.216414863209	0.720702327481	0.0628828093099	0.0
F	0.0	0.0	0.240547063556	0.730088495575	0.0293644408689	0.0
G	0.0	0.000386398763524	0.192426584235	0.762751159196	0.0444358578053	0.0
H	0.0	0.00510604870385	0.193637077769	0.753338570306	0.0479183032207	0.0
I	0.0	0.000390472471691	0.192502928544	0.757907067552	0.049199531433	0.0
J	0.0	0.0	0.212274064733	0.697772173182	0.0899537620849	0.0
K	0.0	0.0	0.2292106374	0.694807935838	0.0759814267623	0.0
L	0.0	0.0	0.207240948814	0.708697461506	0.0840615896796	0.0
