B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.21397860214	0.322067793221	0.160783921608	0.034496550345	0.155484451555	0.113188681132
B	0.2128	0.3182	0.1628	0.0328	0.1452	0.1282
C	0.115688431157	0.0733926607339	0.1199880012	0.001099890011	0.48195180482	0.207879212079
D	0.11901190119	0.0683068306831	0.117811781178	0.0	0.457645764576	0.237223722372
E	0.1114	0.1142	0.2176	0.0089	0.2586	0.2893
F	0.100289971003	0.176382361764	0.563243675632	0.030596940306	0.043795620438	0.0856914308569
G	0.172082791721	0.421457854215	0.0761923807619	0.183181681832	0.0627937206279	0.0842915708429
H	0.119311931193	0.656465646565	0.0518051805181	0.045204520452	0.030303030303	0.0969096909691
I	0.1222	0.6695	0.047	0.0467	0.0278	0.0868
J	0.117788221178	0.033396660334	0.0898910108989	0.0	0.562143785621	0.196780321968
K	0.1143	0.0215	0.1805	0.0	0.3101	0.3736
L	0.0947	0.0589	0.0857	0.0186	0.4594	0.2827
