B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.0	0.152340995296	0.0	0.565821791298	0.281837213406
B	0.0	0.0	0.15318864724	0.0	0.56718315152	0.27962820124
C	0.0	0.0	0.148433375705	0.0	0.568836492108	0.282730132187
D	0.0	0.0	0.148219990334	0.0	0.570120861548	0.281659148118
E	0.0	0.0	0.151380245116	0.0	0.562335720833	0.286284034051
F	0.0	0.0	0.155933290423	0.0	0.561337095229	0.282729614348
G	0.0	0.0	0.151229596209	0.0	0.569241854921	0.279528548871
H	0.0	0.0	0.153813834853	0.0	0.565152980638	0.281033184509
I	0.0	0.0	0.154849420699	0.0	0.563139443029	0.282011136273
J	0.0	0.0	0.147416459036	0.0	0.570112006572	0.282471534393
K	0.0	0.0	0.148380418655	0.0	0.566233025974	0.285386555371
L	0.0	0.0	0.148765727738	0.0	0.572733794491	0.278500477771
