B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.1763	0.2869	0.1959	0.0536	0.2137	0.0736
B	0.156968606279	0.296340731854	0.190961807638	0.0643871225755	0.200459908018	0.0908818236353
C	0.0671	0.0809	0.1574	0.0369	0.6429	0.0148
D	0.0542	0.0724	0.152	0.055	0.6664	0.0
E	0.0767076707671	0.123912391239	0.230823082308	0.04500450045	0.134813481348	0.388738873887
F	0.0806	0.1455	0.6122	0.0409	0.0496	0.0712
G	0.140685931407	0.327267273273	0.134386561344	0.20697930207	0.159584041596	0.031096890311
H	0.121512151215	0.578357835784	0.0819081908191	0.0522052205221	0.0997099709971	0.0663066306631
I	0.0865	0.5733	0.0947	0.0901	0.1168	0.0386
J	0.0808	0.069	0.0695	0.0404	0.6815	0.0588
K	0.0752	0.0827	0.1172	0.028	0.0499	0.647
L	0.0635	0.0658	0.1484	0.0713	0.651	0.0
