B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0252306943432	1.89548046469e-09	0.000220983460453	1.48239972124e-11	0.00153718040804	0.973011139878
B	0.023939458848	1.72493439915e-09	0.000205522878868	1.38701760718e-11	0.00135660347983	0.974498413054
C	0.0123620444328	4.16462566689e-10	0.000156109351559	7.25291304154e-12	0.00224234215499	0.985239503637
D	0.0138682589805	4.30741233193e-10	0.000167549408184	7.71908159612e-12	0.00227849610051	0.983685695072
E	0.00819617102788	4.21195900159e-10	0.000138338686478	5.7220398789e-12	0.000921380507803	0.990744109351
F	0.0143545073587	9.15629107614e-10	0.000387827966647	1.10101184868e-11	0.000779505870974	0.984478157877
G	0.0353288201667	3.74767912912e-09	0.000218984802707	3.82094821657e-11	0.00140753642786	0.963044654817
H	0.0371590254303	6.51687167817e-09	0.000177383976794	3.4179856438e-11	0.00184483349988	0.960818750542
I	0.0351915405663	6.01205819305e-09	0.000163138069437	3.15934173638e-11	0.00175532306274	0.962889992258
J	0.0150692658879	2.01196968482e-10	0.000134574522307	7.2637708361e-12	0.00324170405853	0.981554455323
K	0.00686603976612	6.88539604829e-11	0.000115315863214	3.53299556179e-12	0.00106144362462	0.991957200674
L	0.0132270208722	3.80654058916e-10	0.000138969694943	9.42632771611e-12	0.00295639121326	0.98367761783
