B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.327011602022	0.0	0.0	0.0	0.492302971892	0.180685426086
B	0.326671271756	0.0	0.0	0.0	0.485389705645	0.1879390226
C	0.293006989442	0.0	0.0	0.0	0.520364698551	0.186628312006
D	0.2922490157	0.0	0.0	0.0	0.520424376018	0.187326608281
E	0.296246771934	0.0	0.0	0.0	0.500567784535	0.203185443531
F	0.316835256848	0.0	0.0	0.0	0.496383938284	0.186780804868
G	0.338031963599	0.0	0.0	0.0	0.488540398681	0.17342763772
H	0.340438813811	0.0	0.0	0.0	0.482422784726	0.177138401463
I	0.343029430798	0.0	0.0	0.0	0.480397644426	0.176572924777
J	0.29297133465	0.0	0.0	0.0	0.534556866414	0.172471798936
K	0.286487800398	0.0	0.0	0.0	0.512937156213	0.200575043389
L	0.287256988667	0.0	0.0	0.0	0.537188906406	0.175554104928
