B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.809969652655	0.0	0.0	0.0	0.0488887799599	0.141141567385
average.B	0.8120842115	0.0	0.0	0.0	0.064851160562	0.123064627938
average.C	0.0611827010442	0.0	0.0	0.0	0.669775704562	0.269041594394
average.D	0.0665523518868	0.0	0.0	0.0	0.667242807915	0.266204840198
average.E	0.0	0.0	0.0	0.0	0.577963388064	0.422036611936
average.F	0.0	0.0	0.0	0.0	0.151948238787	0.848051761213
average.G	1.0	0.0	0.0	0.0	0.0	0.0
average.H	1.0	0.0	0.0	0.0	0.0	0.0
average.I	1.0	0.0	0.0	0.0	0.0	0.0
average.J	0.26334337257	0.0	0.0	0.0	0.566868944375	0.169787683055
average.K	0.085656161554	0.0	0.0	0.0	0.577453605994	0.336890232452
average.L	0.0	0.0	0.0	0.0	0.75871124929	0.24128875071
stdev.A	0.705027245939	0.0	0.0	0.0	0.0966393363234	0.198333417737
stdev.B	0.652456248432	0.0	0.0	0.0	0.163061029132	0.184482722436
stdev.C	0.298328287697	0.0	0.0	0.0	0.482581372879	0.219090339424
stdev.D	0.740099877932	0.0	0.0	0.0	0.197903208291	0.0619969137771
stdev.E	0.0	0.0	0.0	0.0	0.666828067911	0.333171932089
stdev.F	0.0	0.0	0.0	0.0	0.630359628146	0.369640371854
stdev.G	1.0	0.0	0.0	0.0	0.0	0.0
stdev.H	1.0	0.0	0.0	0.0	0.0	0.0
stdev.I	1.0	0.0	0.0	0.0	0.0	0.0
stdev.J	0.385123551373	0.0	0.0	0.0	0.47615589954	0.138720549087
stdev.K	0.344740538975	0.0	0.0	0.0	0.474588363768	0.180671097256
stdev.L	0.0	0.0	0.0	0.0	0.878518346403	0.121481653597
