B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.159934796516	0.172828212265	0.169945712337	0.155386740137	0.171449172693	0.170455366051
B	0.160080755567	0.173309970139	0.168814112304	0.155908260811	0.171568468029	0.170318433149
C	0.155740126113	0.145819155646	0.178764200191	0.136391879499	0.196258062465	0.187026576087
D	0.156280661974	0.144393784528	0.17918803211	0.134914379032	0.196601256316	0.188621886041
E	0.151138224866	0.153331896693	0.181286596178	0.142391929694	0.186733398066	0.185117954503
F	0.149695612144	0.161117115852	0.191125760851	0.148143697202	0.169430465609	0.180487348342
G	0.159536337908	0.187774203637	0.157624483027	0.179033114519	0.15825484559	0.15777701532
H	0.162973584685	0.202146772482	0.152466494489	0.170101975077	0.157629269669	0.154681903598
I	0.163335128729	0.202406816284	0.152413343254	0.170484442594	0.157832302693	0.153527966446
J	0.163818227173	0.123415778753	0.183311257129	0.124140431441	0.210529848413	0.194784457091
K	0.159490469151	0.118925889441	0.19562327063	0.119928011232	0.203913930072	0.202118429473
L	0.152171170011	0.141846977987	0.177947676819	0.13472529043	0.202805346342	0.190503538412
