B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.204828185737	0.0	0.0	0.0	0.539844322701	0.255327491562
B	0.220075053744	0.0	0.0	0.0	0.599380423354	0.180544522902
C	0.0464820196513	0.0	0.0	0.0	0.865369209436	0.0881487709129
D	0.0461129198756	0.0	0.0	0.0	0.871844665145	0.0820424149792
E	0.0601164464913	0.0	0.0	0.0	0.683195534109	0.2566880194
F	0.0413403546037	0.0	0.0	0.0	0.564671352979	0.393988292418
G	0.211727980084	0.0	0.0	0.0	0.741610825596	0.04666119432
H	0.213386396604	0.0	0.0	0.0	0.786613603396	0.0
I	0.197543433958	0.0	0.0	0.0	0.802456566042	0.0
J	0.0288570376947	0.0	0.0	0.0	0.955193681199	0.0159492811064
K	0.043353989353	0.0	0.0	0.0	0.751882361779	0.204763648868
L	0.00924970790099	0.0	0.0	0.0	0.955898043525	0.0348522485737
