B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.377346066292	0.0	0.0	0.0	0.323309646345	0.299344287363
average.B	0.376126651237	0.0	0.0	0.0	0.32413879176	0.299734557003
average.C	0.300265974625	0.0	0.0	0.0	0.389272275884	0.310461749491
average.D	0.295152986837	0.0	0.0	0.0	0.389762114213	0.315084898949
average.E	0.290347389302	0.0	0.0	0.0	0.359209576616	0.350443034082
average.F	0.272290779436	0.0	0.0	0.0	0.325129663749	0.402579556815
average.G	0.421498936119	0.0	0.0	0.0	0.309460574107	0.269040489774
average.H	0.416243788383	0.0	0.0	0.0	0.320743548264	0.263012663353
average.I	0.43251063115	0.0	0.0	0.0	0.316375968933	0.251113399917
average.J	0.300261851702	0.0	0.0	0.0	0.407298463644	0.292439684654
average.K	0.280317379182	0.0	0.0	0.0	0.371352147451	0.348330473367
average.L	0.276623318198	0.0	0.0	0.0	0.411060387357	0.312316294445
stdev.A	0.0893513740643	0.0	0.0	0.0	0.352749231706	0.55789939423
stdev.B	0.0915715067118	0.0	0.0	0.0	0.616828641583	0.291599851705
stdev.C	0.203440563921	0.0	0.0	0.0	0.387244107571	0.409315328507
stdev.D	0.0234217137662	0.0	0.0	0.0	0.431193692796	0.545384593437
stdev.E	0.353103890866	0.0	0.0	0.0	0.331373166579	0.315522942555
stdev.F	0.218536897011	0.0	0.0	0.0	0.241100502919	0.54036260007
stdev.G	0.279942619044	0.0	0.0	0.0	0.472840713493	0.247216667463
stdev.H	0.0648816197252	0.0	0.0	0.0	0.525635577401	0.409482802874
stdev.I	0.27162911966	0.0	0.0	0.0	0.429792733681	0.298578146659
stdev.J	0.290749863831	0.0	0.0	0.0	0.326213796511	0.383036339659
stdev.K	0.235055840802	0.0	0.0	0.0	0.399740218795	0.365203940402
stdev.L	0.185613872505	0.0	0.0	0.0	0.385121648628	0.429264478867
