B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.210379869565	0.310036731679	0.0	0.204109091894	0.0	0.275474306862
B	0.210765574615	0.3036957633	0.0	0.207234876508	0.0	0.278303785577
C	0.153727228544	0.0	0.0	0.14435989957	0.0702928967764	0.63161997511
D	0.166153589028	0.0	0.0	0.140310541363	0.0495077737065	0.644028095902
E	0.111675363089	0.00136430390555	0.0	0.207298536454	0.0	0.679661796551
F	0.0950162048533	0.0973809229973	0.504533821435	0.20106797343	0.0	0.102001077284
G	0.220865974501	0.391506327998	0.0	0.368397175603	0.0	0.0192305218978
H	0.155952373973	0.696045195478	0.0	0.14800243055	0.0	0.0
I	0.154850123782	0.699059210933	0.0	0.146090665285	0.0	0.0
J	0.164683831669	0.0	0.0	0.08055083747	0.22800158055	0.526763750311
K	0.119809254393	0.0	0.0	0.0639368406665	0.0	0.816253904941
L	0.112251791355	0.0	0.0	0.168036569057	0.126646565608	0.593065073981
