B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.169228784259	0.0	0.0	0.0	0.730110765187	0.100660450554
B	0.186400397614	0.0	0.0	0.0	0.713690859432	0.099908742954
C	0.0177751722281	0.0	0.0	0.0	0.86175466621	0.120470161562
D	0.0171354247313	0.0	0.0	0.0	0.861818572187	0.121046003081
E	0.0156373053075	0.0	0.0	0.0	0.776125465619	0.208237229074
F	0.0106943389974	0.0	0.0	0.0	0.753061862527	0.236243798475
G	0.260944699579	0.0	0.0	0.0	0.702573440128	0.036481860293
H	0.367073844019	0.0	0.0	0.0	0.491606104977	0.141320051004
I	0.399772591699	0.0	0.0	0.0	0.491483622405	0.108743785896
J	0.0120677772607	0.0	0.0	0.0	0.772001424997	0.215930797742
K	0.0	0.0	0.0	0.0	0.718240789426	0.281759210574
L	0.0	0.0	0.0	0.0	0.836403320398	0.163596679602
