B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.388888888889	0.111111111111	0.0	0.0	0.5	0.0
B	0.388888888889	0.111111111111	0.0	0.0	0.5	0.0
C	0.421052631579	0.0526315789474	0.0	0.0	0.526315789474	0.0
D	0.473684210526	0.0	0.0	0.0	0.526315789474	0.0
E	0.444444444444	0.0555555555556	0.0	0.0	0.5	0.0
F	0.421052631579	0.0526315789474	0.0	0.0	0.526315789474	0.0
G	0.421052631579	0.157894736842	0.0	0.0	0.421052631579	0.0
H	0.388888888889	0.166666666667	0.0	0.0	0.444444444444	0.0
I	0.388888888889	0.166666666667	0.0	0.0	0.444444444444	0.0
J	0.444444444444	0.0	0.0	0.0	0.555555555556	0.0
K	0.473684210526	0.0	0.0	0.0	0.526315789474	0.0
L	0.444444444444	0.0555555555556	0.0	0.0	0.5	0.0
