B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.0	0.296792618629	0.0	0.562390158172	0.140817223199
B	0.0	0.0	0.27315019938	0.0	0.506867523261	0.219982277359
C	0.0	0.0	0.0802772808587	0.0	0.861806797853	0.057915921288
D	0.0	0.0	0.0828095710663	0.0	0.853126033741	0.0640643951924
E	0.0	0.0	0.168460515177	0.0	0.353126133753	0.47841335107
F	0.0	0.0	0.787701913941	0.0	0.212298086059	0.0
G	0.0	0.0	0.283047050037	0.0	0.555265123226	0.161687826736
H	0.0	0.0	0.231679563041	0.0	0.655439235321	0.112881201639
I	0.0	0.0	0.300304878049	0.0	0.431402439024	0.268292682927
J	0.0	0.0	0.0369693713057	0.0	0.914562063407	0.0484685652875
K	0.0	0.0	0.105812058664	0.0	0.290168386746	0.60401955459
L	0.0	0.0	0.0752144270948	0.0	0.907411480097	0.0173740928084
