B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0869344161428	0.281514127267	0.25827889427	0.123130320029	0.193235440557	0.0569068017336
B	0.0951349584373	0.269375572674	0.248501327677	0.133672497993	0.199851589709	0.0534640535096
C	0.0259008191936	0.139057997823	0.287896472753	0.0384225628544	0.476583766552	0.0321383808235
D	0.040642966105	0.142688306536	0.292403261418	0.0340840242111	0.459599804003	0.0305816377267
E	0.0229481345877	0.189551228291	0.33639028448	0.0612740453569	0.255998142037	0.133838165247
F	0.0617196514367	0.210754452836	0.50513977995	0.122234415273	0.0712621498264	0.0288895506773
G	0.0972097678387	0.23723973389	0.150708146921	0.363712809827	0.149233788741	0.00189575278239
H	0.0920604083337	0.486705525592	0.164979422836	0.115279414937	0.140975228301	0.0
I	0.0883379842392	0.482237592135	0.153744706952	0.122376657892	0.153303058783	0.0
J	0.0543755267451	0.00144742374053	0.252757433295	0.0	0.691419616219	0.0
K	0.0540237169795	0.0	0.423727341007	0.0	0.334544506965	0.187704435048
L	0.0	0.0936736052109	0.197459844129	0.0441935668623	0.664672983798	0.0
