B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0708559086852	0.330976895763	0.191690864011	0.0208655069797	0.0939235020259	0.291687322534
B	0.0954330264838	0.334946956167	0.231709610005	0.0	0.0538780467208	0.284032360624
C	0.0199550328212	0.0614098703194	0.0977492271091	0.0	0.505371716455	0.315514153295
D	0.0235029087414	0.066523447504	0.09031525897	0.0	0.462867386651	0.356790998133
E	0.0116718761312	0.103025572575	0.187497911646	0.0111292022255	0.108777809942	0.577897627481
F	0.0249052070587	0.145975192178	0.615326073661	0.0	0.0253185517438	0.188474975358
G	0.088394501113	0.448787537339	0.130127827094	0.16920610087	0.0681734251988	0.0953106083856
H	0.056715758095	0.779885021558	0.0334463887471	0.0	0.0600897120636	0.0698631195358
I	0.0518239444213	0.785029940959	0.0394637358283	0.0	0.0643740689613	0.05930830983
J	0.0268505333995	0.0	0.0788853114499	0.0	0.856952282887	0.0373118722632
K	0.00751365780948	0.0	0.139004764848	0.0	0.0795804706861	0.773901106656
L	0.000941365402312	0.0508956957838	0.214233089902	0.0	0.706623544419	0.0273063044933
